"country","year","infant_mortality"
"Honduras",1989,47.1
"Hong Kong, China",1989,NA
"Hungary",1989,17.6
"Iceland",1989,5.2
"India",1989,90.7
"Indonesia",1989,64.6
"Iran",1989,46.9
"Iraq",1989,43.1
"Ireland",1989,8
"Israel",1989,10.1
"Italy",1989,8.7
"Jamaica",1989,26.1
"Japan",1989,4.7
"Jordan",1989,30.9
"Kazakhstan",1989,45.2
"Kenya",1989,64.5
"Kiribati",1989,72
"South Korea",1989,6.5
"Kuwait",1989,16.1
"Kyrgyz Republic",1989,54.9
"Lao",1989,113.6
"Latvia",1989,15.4
"Lebanon",1989,28.2
"Lesotho",1989,71.4
"Liberia",1989,167.7
"Libya",1989,37.3
"Lithuania",1989,12.5
"Luxembourg",1989,7.7
"Macao, China",1989,NA
"Macedonia, FYR",1989,35.9
"Madagascar",1989,101
"Malawi",1989,146.2
"Malaysia",1989,15
"Maldives",1989,71.2
"Mali",1989,132.8
"Malta",1989,10.4
"Mauritania",1989,79
"Mauritius",1989,21.3
"Mexico",1989,38.8
"Micronesia, Fed. Sts.",1989,43.9
"Moldova",1989,27.8
"Mongolia",1989,80.3
"Montenegro",1989,15.7
"Morocco",1989,65.6
"Mozambique",1989,161.8
"Namibia",1989,50.8
"Nepal",1989,102.3
"Netherlands",1989,7
"New Caledonia",1989,NA
"New Zealand",1989,9.7
"Nicaragua",1989,52.7
"Niger",1989,139.8
"Nigeria",1989,126
"Norway",1989,7.5
"Oman",1989,35
"Pakistan",1989,107.8
"Panama",1989,26.4
"Papua New Guinea",1989,66.2
"Paraguay",1989,38.3
"Peru",1989,58.9
"Philippines",1989,42.8
"Poland",1989,15.7
"Portugal",1989,12.5
"Puerto Rico",1989,NA
"Qatar",1989,18.9
"Romania",1989,32
"Russia",1989,22.2
"Rwanda",1989,91.8
"St. Lucia",1989,19.1
"St. Vincent and the Grenadines",1989,21.2
"Samoa",1989,26.6
"Saudi Arabia",1989,38.5
"Senegal",1989,71.5
"Serbia",1989,26.8
"Seychelles",1989,14.7
"Sierra Leone",1989,157
"Singapore",1989,6.7
"Slovak Republic",1989,16.2
"Slovenia",1989,9.4
"Solomon Islands",1989,32.8
"South Africa",1989,48.5
"Spain",1989,9.7
"Sri Lanka",1989,18.4
"Sudan",1989,80.9
"Suriname",1989,41.8
"Swaziland",1989,56.3
"Sweden",1989,6.1
"Switzerland",1989,6.8
"Syria",1989,31.6
"Tajikistan",1989,84.8
"Tanzania",1989,101.5
"Thailand",1989,31.9
"Timor-Leste",1989,137.6
"Togo",1989,91.4
"Tonga",1989,19.3
"Trinidad and Tobago",1989,27.3
"Tunisia",1989,45.9
"Turkey",1989,58.6
"Turkmenistan",1989,73.5
"Uganda",1989,113
"Ukraine",1989,16.9
"United Arab Emirates",1989,15
"United Kingdom",1989,8.4
"United States",1989,9.7
"Uruguay",1989,21.1
"Uzbekistan",1989,59.5
"Vanuatu",1989,30.5
"Venezuela",1989,25.6
"West Bank and Gaza",1989,37.2
"Vietnam",1989,37.7
"Yemen",1989,91.2
"Zambia",1989,113.1
"Zimbabwe",1989,50.2
"Albania",1990,35.1
"Algeria",1990,39.7
"Angola",1990,133.5
"Antigua and Barbuda",1990,24
"Argentina",1990,24.4
"Armenia",1990,42.5
"Aruba",1990,NA
"Australia",1990,7.6
"Austria",1990,8
"Azerbaijan",1990,75.5
"Bahamas",1990,19.7
"Bahrain",1990,19.5
"Bangladesh",1990,99.7
"Barbados",1990,16
"Belarus",1990,13.5
"Belgium",1990,8.3
"Belize",1990,32.2
"Benin",1990,108
"Bhutan",1990,93.3
"Bolivia",1990,85.6
"Bosnia and Herzegovina",1990,16.2
"Botswana",1990,41.8
"Brazil",1990,50.9
"Brunei",1990,9.4
"Bulgaria",1990,18.4
"Burkina Faso",1990,102.5
"Burundi",1990,103.9
"Cambodia",1990,85.4
"Cameroon",1990,85.6
"Canada",1990,6.8
"Cape Verde",1990,48.2
"Central African Republic",1990,115.3
"Chad",1990,115.8
"Chile",1990,16
"China",1990,42.1
"Colombia",1990,28.9
"Comoros",1990,87.9
"Congo, Dem. Rep.",1990,119.8
"Congo, Rep.",1990,60.9
"Costa Rica",1990,14.3
"Cote d'Ivoire",1990,104.9
"Croatia",1990,11.2
"Cuba",1990,10.6
"Cyprus",1990,9.9
"Czech Republic",1990,12.7
"Denmark",1990,7.3
"Djibouti",1990,92.7
"Dominican Republic",1990,46.5
"Ecuador",1990,44.2
"Egypt",1990,63
"El Salvador",1990,45.9
"Equatorial Guinea",1990,127.9
"Eritrea",1990,93
"Estonia",1990,16.5
"Ethiopia",1990,121.6
"Fiji",1990,24.8
"Finland",1990,5.5
"France",1990,7.4
"French Polynesia",1990,NA
"Gabon",1990,60.5
"Gambia",1990,80
"Georgia",1990,40.8
"Germany",1990,7
"Ghana",1990,79.8
"Greece",1990,11.3
"Greenland",1990,NA
"Grenada",1990,18
"Guatemala",1990,59.8
"Guinea",1990,140.8
"Guinea-Bissau",1990,135.5
"Guyana",1990,46.6
"Haiti",1990,101
"Honduras",1990,45.1
"Hong Kong, China",1990,NA
"Hungary",1990,16.9
"Iceland",1990,5.1
"India",1990,88.3
"Indonesia",1990,62.2
"Iran",1990,44.6
"Iraq",1990,42.3
"Ireland",1990,7.7
"Israel",1990,9.7
"Italy",1990,8.3
"Jamaica",1990,25.4
"Japan",1990,4.6
"Jordan",1990,30
"Kazakhstan",1990,44.7
"Kenya",1990,65.8
"Kiribati",1990,69.4
"South Korea",1990,6.1
"Kuwait",1990,15.3
"Kyrgyz Republic",1990,54.1
"Lao",1990,111.1
"Latvia",1990,16.6
"Lebanon",1990,26.9
"Lesotho",1990,70.8
"Liberia",1990,170.1
"Libya",1990,35.5
"Lithuania",1990,13.4
"Luxembourg",1990,7.3
"Macao, China",1990,NA
"Macedonia, FYR",1990,33
"Madagascar",1990,98.1
"Malawi",1990,142.5
"Malaysia",1990,14.3
"Maldives",1990,68.2
"Mali",1990,130.6
"Malta",1990,10
"Mauritania",1990,77.9
"Mauritius",1990,19.9
"Mexico",1990,37.1
"Micronesia, Fed. Sts.",1990,43.4
"Moldova",1990,27.3
"Mongolia",1990,76.9
"Montenegro",1990,14.9
"Morocco",1990,63.1
"Mozambique",1990,159.7
"Namibia",1990,49.6
"Nepal",1990,97.7
"Netherlands",1990,6.8
"New Caledonia",1990,NA
"New Zealand",1990,9.2
"Nicaragua",1990,50.9
"Niger",1990,138.1
"Nigeria",1990,125.9
"Norway",1990,7
"Oman",1990,32
"Pakistan",1990,106.1
"Panama",1990,25.7
"Papua New Guinea",1990,65.3
"Paraguay",1990,37.1
"Peru",1990,56.3
"Philippines",1990,40.8
"Poland",1990,15.1
"Portugal",1990,11.5
"Puerto Rico",1990,NA
"Qatar",1990,17.8
"Romania",1990,31
"Russia",1990,21.9
"Rwanda",1990,93.2
"St. Lucia",1990,18.7
"St. Vincent and the Grenadines",1990,20.3
"Samoa",1990,25.8
"Saudi Arabia",1990,35.5
"Senegal",1990,70.3
"Serbia",1990,24.5
"Seychelles",1990,14.2
"Sierra Leone",1990,156.5
"Singapore",1990,6.2
"Slovak Republic",1990,15.6
"Slovenia",1990,8.8
"Solomon Islands",1990,32.2
"South Africa",1990,47.4
"Spain",1990,9.3
"Sri Lanka",1990,18.1
"Sudan",1990,79.9
"Suriname",1990,40.7
"Swaziland",1990,56
"Sweden",1990,5.8
"Switzerland",1990,6.7
"Syria",1990,30.4
"Tajikistan",1990,85
"Tanzania",1990,100.4
"Thailand",1990,30.3
"Timor-Leste",1990,132
"Togo",1990,90.2
"Tonga",1990,18.7
"Trinidad and Tobago",1990,26.9
"Tunisia",1990,44.3
"Turkey",1990,55.8
"Turkmenistan",1990,72.5
"Uganda",1990,111.4
"Ukraine",1990,16.7
"United Arab Emirates",1990,14.1
"United Kingdom",1990,7.9
"United States",1990,9.4
"Uruguay",1990,20.3
"Uzbekistan",1990,58.8
"Vanuatu",1990,29.2
"Venezuela",1990,24.7
"West Bank and Gaza",1990,35.6
"Vietnam",1990,36.6
"Yemen",1990,88.7
"Zambia",1990,113.3
"Zimbabwe",1990,51.2
"Albania",1991,33.7
"Algeria",1991,38.8
"Angola",1991,133.5
"Antigua and Barbuda",1991,22.6
"Argentina",1991,23.6
"Armenia",1991,40.6
"Aruba",1991,NA
"Australia",1991,7.1
"Austria",1991,7.6
"Azerbaijan",1991,75.7
"Bahamas",1991,18.8
"Bahrain",1991,19.3
"Bangladesh",1991,95.8
"Barbados",1991,15.4
"Belarus",1991,13.5
"Belgium",1991,8
"Belize",1991,30.4
"Benin",1991,105.6
"Bhutan",1991,89.6
"Bolivia",1991,82.9
"Bosnia and Herzegovina",1991,15.1
"Botswana",1991,42.9
"Brazil",1991,48.9
"Brunei",1991,9.2
"Bulgaria",1991,18.8
"Burkina Faso",1991,102.3
"Burundi",1991,104.5
"Cambodia",1991,85.5
"Cameroon",1991,86.7
"Canada",1991,6.6
"Cape Verde",1991,47
"Central African Republic",1991,115.2
"Chad",1991,114.7
"Chile",1991,14.8
"China",1991,41.8
"Colombia",1991,28.2
"Comoros",1991,85.4
"Congo, Dem. Rep.",1991,118.7
"Congo, Rep.",1991,61.8
"Costa Rica",1991,14
"Cote d'Ivoire",1991,104.8
"Croatia",1991,10.5
"Cuba",1991,9.8
"Cyprus",1991,9.7
"Czech Republic",1991,12.2
"Denmark",1991,6.9
"Djibouti",1991,91
"Dominican Republic",1991,44.9
"Ecuador",1991,42.3
"Egypt",1991,60.3
"El Salvador",1991,43.8
"Equatorial Guinea",1991,125.5
"Eritrea",1991,89.5
"Estonia",1991,15.9
"Ethiopia",1991,119.2
"Fiji",1991,24.1
"Finland",1991,5.3
"France",1991,7.1
"French Polynesia",1991,NA
"Gabon",1991,60
"Gambia",1991,78
"Georgia",1991,40.4
"Germany",1991,6.5
"Ghana",1991,77.5
"Greece",1991,10.7
"Greenland",1991,NA
"Grenada",1991,17.4
"Guatemala",1991,57.3
"Guinea",1991,137.3
"Guinea-Bissau",1991,132.9
"Guyana",1991,45.5
"Haiti",1991,98.4
"Honduras",1991,43.3
"Hong Kong, China",1991,NA
"Hungary",1991,16.2
"Iceland",1991,4.9
"India",1991,86.1
"Indonesia",1991,59.8
"Iran",1991,42.6
"Iraq",1991,41.6
"Ireland",1991,7.2
"Israel",1991,9.2
"Italy",1991,8
"Jamaica",1991,24.7
"Japan",1991,4.5
"Jordan",1991,29.1
"Kazakhstan",1991,44.5
"Kenya",1991,67.4
"Kiribati",1991,67
"South Korea",1991,5.8
"Kuwait",1991,15.3
"Kyrgyz Republic",1991,53.8
"Lao",1991,108.6
"Latvia",1991,18
"Lebanon",1991,25.8
"Lesotho",1991,70.6
"Liberia",1991,171.2
"Libya",1991,33.8
"Lithuania",1991,14.9
"Luxembourg",1991,6.8
"Macao, China",1991,NA
"Macedonia, FYR",1991,31.5
"Madagascar",1991,95.4
"Malawi",1991,137.9
"Malaysia",1991,13.6
"Maldives",1991,65.3
"Mali",1991,128.7
"Malta",1991,9.7
"Mauritania",1991,77.2
"Mauritius",1991,18.8
"Mexico",1991,35.4
"Micronesia, Fed. Sts.",1991,43.1
"Moldova",1991,27.5
"Mongolia",1991,73.8
"Montenegro",1991,14.3
"Morocco",1991,60.8
"Mozambique",1991,157.4
"Namibia",1991,48.5
"Nepal",1991,93.2
"Netherlands",1991,6.5
"New Caledonia",1991,NA
"New Zealand",1991,8.7
"Nicaragua",1991,49
"Niger",1991,135.6
"Nigeria",1991,125.8
"Norway",1991,6.4
"Oman",1991,29.3
"Pakistan",1991,104.3
"Panama",1991,25.1
"Papua New Guinea",1991,64.4
"Paraguay",1991,35.9
"Peru",1991,53.7
"Philippines",1991,39
"Poland",1991,14.7
"Portugal",1991,10.6
"Puerto Rico",1991,NA
"Qatar",1991,16.7
"Romania",1991,30.1
"Russia",1991,21.9
"Rwanda",1991,96.3
"St. Lucia",1991,18.3
"St. Vincent and the Grenadines",1991,19.6
"Samoa",1991,25
"Saudi Arabia",1991,32.8
"Senegal",1991,69.7
"Serbia",1991,22.3
"Seychelles",1991,13.7
"Sierra Leone",1991,156.1
"Singapore",1991,5.5
"Slovak Republic",1991,15
"Slovenia",1991,8.2
"Solomon Islands",1991,31.6
"South Africa",1991,46.7
"Spain",1991,8.8
"Sri Lanka",1991,18.1
"Sudan",1991,78.9
"Suriname",1991,39.7
"Swaziland",1991,56.7
"Sweden",1991,5.5
"Switzerland",1991,6.4
"Syria",1991,29.2
"Tajikistan",1991,86.9
"Tanzania",1991,99.6
"Thailand",1991,28.8
"Timor-Leste",1991,126.8
"Togo",1991,89
"Tonga",1991,18
"Trinidad and Tobago",1991,26.5
"Tunisia",1991,42.8
"Turkey",1991,53.1
"Turkmenistan",1991,72
"Uganda",1991,109.3
"Ukraine",1991,16.7
"United Arab Emirates",1991,13.4
"United Kingdom",1991,7.4
"United States",1991,9.1
"Uruguay",1991,19.6
"Uzbekistan",1991,58.5
"Vanuatu",1991,28.1
"Venezuela",1991,23.9
"West Bank and Gaza",1991,34.1
"Vietnam",1991,35.4
"Yemen",1991,86.4
"Zambia",1991,113
"Zimbabwe",1991,52.6
"Albania",1992,32.5
"Algeria",1992,38.1
"Angola",1992,133.5
"Antigua and Barbuda",1992,21.5
"Argentina",1992,22.8
"Armenia",1992,38.8
"Aruba",1992,NA
"Australia",1992,6.7
"Austria",1992,7.1
"Azerbaijan",1992,76
"Bahamas",1992,18
"Bahrain",1992,18.7
"Bangladesh",1992,92.1
"Barbados",1992,14.9
"Belarus",1992,13.6
"Belgium",1992,7.6
"Belize",1992,28.8
"Benin",1992,103.2
"Bhutan",1992,85.9
"Bolivia",1992,80.2
"Bosnia and Herzegovina",1992,14.7
"Botswana",1992,44.2
"Brazil",1992,46.8
"Brunei",1992,9
"Bulgaria",1992,19.1
"Burkina Faso",1992,102.4
"Burundi",1992,104.8
"Cambodia",1992,85.7
"Cameroon",1992,88.2
"Canada",1992,6.4
"Cape Verde",1992,46.3
"Central African Republic",1992,115.1
"Chad",1992,113.7
"Chile",1992,13.7
"China",1992,41.2
"Colombia",1992,27.4
"Comoros",1992,82.9
"Congo, Dem. Rep.",1992,117.7
"Congo, Rep.",1992,63
"Costa Rica",1992,13.7
"Cote d'Ivoire",1992,104.7
"Croatia",1992,9.9
"Cuba",1992,9.3
"Cyprus",1992,9.3
"Czech Republic",1992,11.5
"Denmark",1992,6.5
"Djibouti",1992,89.6
"Dominican Republic",1992,43.3
"Ecuador",1992,40.5
"Egypt",1992,57.6
"El Salvador",1992,41.7
"Equatorial Guinea",1992,123.1
"Eritrea",1992,85.8
"Estonia",1992,15.2
"Ethiopia",1992,116.4
"Fiji",1992,23.5
"Finland",1992,5
"France",1992,6.7
"French Polynesia",1992,NA
"Gabon",1992,59.6
"Gambia",1992,76.1
"Georgia",1992,40
"Germany",1992,6.2
"Ghana",1992,75.6
"Greece",1992,10.3
"Greenland",1992,NA
"Grenada",1992,16.7
"Guatemala",1992,55
"Guinea",1992,133.7
"Guinea-Bissau",1992,130.2
"Guyana",1992,44.5
"Haiti",1992,95.8
"Honduras",1992,41.5
"Hong Kong, China",1992,NA
"Hungary",1992,15.4
"Iceland",1992,4.7
"India",1992,83.9
"Indonesia",1992,57.4
"Iran",1992,40.8
"Iraq",1992,40.8
"Ireland",1992,6.8
"Israel",1992,8.7
"Italy",1992,7.7
"Jamaica",1992,24
"Japan",1992,4.4
"Jordan",1992,28.3
"Kazakhstan",1992,44.7
"Kenya",1992,68.9
"Kiribati",1992,65
"South Korea",1992,5.5
"Kuwait",1992,14
"Kyrgyz Republic",1992,53.6
"Lao",1992,105.9
"Latvia",1992,19.1
"Lebanon",1992,24.7
"Lesotho",1992,71.1
"Liberia",1992,170.3
"Libya",1992,32.2
"Lithuania",1992,16.1
"Luxembourg",1992,6.3
"Macao, China",1992,NA
"Macedonia, FYR",1992,30.1
"Madagascar",1992,92.9
"Malawi",1992,133.1
"Malaysia",1992,13
"Maldives",1992,62.5
"Mali",1992,127.3
"Malta",1992,9.3
"Mauritania",1992,76.7
"Mauritius",1992,18.4
"Mexico",1992,33.7
"Micronesia, Fed. Sts.",1992,43
"Moldova",1992,28.2
"Mongolia",1992,70.7
"Montenegro",1992,14
"Morocco",1992,58.5
"Mozambique",1992,154.7
"Namibia",1992,47.8
"Nepal",1992,88.9
"Netherlands",1992,6.3
"New Caledonia",1992,NA
"New Zealand",1992,8.2
"Nicaragua",1992,47.1
"Niger",1992,132.6
"Nigeria",1992,125.5
"Norway",1992,5.8
"Oman",1992,26.8
"Pakistan",1992,102.5
"Panama",1992,24.6
"Papua New Guinea",1992,63.4
"Paraguay",1992,34.8
"Peru",1992,51
"Philippines",1992,37.3
"Poland",1992,14.3
"Portugal",1992,9.7
"Puerto Rico",1992,NA
"Qatar",1992,15.6
"Romania",1992,29.1
"Russia",1992,22
"Rwanda",1992,101.3
"St. Lucia",1992,18
"St. Vincent and the Grenadines",1992,19.2
"Samoa",1992,24.2
"Saudi Arabia",1992,30.3
"Senegal",1992,69.6
"Serbia",1992,20.9
"Seychelles",1992,13.3
"Sierra Leone",1992,155.7
"Singapore",1992,5
"Slovak Republic",1992,14.3
"Slovenia",1992,7.7
"Solomon Islands",1992,30.9
"South Africa",1992,46.4
"Spain",1992,8.5
"Sri Lanka",1992,18.2
"Sudan",1992,77.9
"Suriname",1992,38.6
"Swaziland",1992,58.6
"Sweden",1992,5.1
"Switzerland",1992,6.1
"Syria",1992,28
"Tajikistan",1992,90.1
"Tanzania",1992,98.9
"Thailand",1992,27.3
"Timor-Leste",1992,121.7
"Togo",1992,87.9
"Tonga",1992,17.4
"Trinidad and Tobago",1992,26.2
"Tunisia",1992,41.2
"Turkey",1992,50.5
"Turkmenistan",1992,71.9
"Uganda",1992,106.8
"Ukraine",1992,16.8
"United Arab Emirates",1992,12.8
"United Kingdom",1992,7
"United States",1992,8.8
"Uruguay",1992,19.1
"Uzbekistan",1992,58.4
"Vanuatu",1992,27.2
"Venezuela",1992,23.3
"West Bank and Gaza",1992,32.7
"Vietnam",1992,34.3
"Yemen",1992,84.4
"Zambia",1992,112.4
"Zimbabwe",1992,54.5
"Albania",1993,31.4
"Algeria",1993,37.5
"Angola",1993,133.4
"Antigua and Barbuda",1993,20.3
"Argentina",1993,22.1
"Armenia",1993,37
"Aruba",1993,NA
"Australia",1993,6.3
"Austria",1993,6.7
"Azerbaijan",1993,76.2
"Bahamas",1993,17.2
"Bahrain",1993,17.9
"Bangladesh",1993,88.3
"Barbados",1993,14.5
"Belarus",1993,13.8
"Belgium",1993,7.2
"Belize",1993,27.4
"Benin",1993,100.9
"Bhutan",1993,82.4
"Bolivia",1993,77.5
"Bosnia and Herzegovina",1993,14.2
"Botswana",1993,45.7
"Brazil",1993,44.6
"Brunei",1993,8.8
"Bulgaria",1993,19.2
"Burkina Faso",1993,102.4
"Burundi",1993,104.8
"Cambodia",1993,86.2
"Cameroon",1993,89.9
"Canada",1993,6.1
"Cape Verde",1993,45.8
"Central African Republic",1993,115.2
"Chad",1993,112.6
"Chile",1993,12.7
"China",1993,40.2
"Colombia",1993,26.6
"Comoros",1993,80.6
"Congo, Dem. Rep.",1993,116.8
"Congo, Rep.",1993,64.6
"Costa Rica",1993,13.5
"Cote d'Ivoire",1993,104.7
"Croatia",1993,9.5
"Cuba",1993,8.8
"Cyprus",1993,8.9
"Czech Republic",1993,10.7
"Denmark",1993,6.1
"Djibouti",1993,88.3
"Dominican Republic",1993,41.8
"Ecuador",1993,38.7
"Egypt",1993,55
"El Salvador",1993,39.7
"Equatorial Guinea",1993,120.8
"Eritrea",1993,81.9
"Estonia",1993,14.5
"Ethiopia",1993,113.1
"Fiji",1993,22.9
"Finland",1993,4.8
"France",1993,6.3
"French Polynesia",1993,NA
"Gabon",1993,59.1
"Gambia",1993,74.3
"Georgia",1993,39.5
"Germany",1993,5.9
"Ghana",1993,74.1
"Greece",1993,9.8
"Greenland",1993,NA
"Grenada",1993,16.1
"Guatemala",1993,52.7
"Guinea",1993,129.9
"Guinea-Bissau",1993,127.6
"Guyana",1993,43.4
"Haiti",1993,93.1
"Honduras",1993,39.9
"Hong Kong, China",1993,NA
"Hungary",1993,14.2
"Iceland",1993,4.5
"India",1993,81.7
"Indonesia",1993,55.1
"Iran",1993,39.2
"Iraq",1993,40.2
"Ireland",1993,6.4
"Israel",1993,8.2
"Italy",1993,7.3
"Jamaica",1993,23.3
"Japan",1993,4.3
"Jordan",1993,27.5
"Kazakhstan",1993,44.9
"Kenya",1993,70.4
"Kiribati",1993,63.2
"South Korea",1993,5.2
"Kuwait",1993,13.5
"Kyrgyz Republic",1993,53.3
"Lao",1993,103.1
"Latvia",1993,19.6
"Lebanon",1993,23.7
"Lesotho",1993,72.3
"Liberia",1993,167.8
"Libya",1993,30.8
"Lithuania",1993,16
"Luxembourg",1993,6
"Macao, China",1993,NA
"Macedonia, FYR",1993,27.9
"Madagascar",1993,90.7
"Malawi",1993,128.6
"Malaysia",1993,12.4
"Maldives",1993,59.5
"Mali",1993,126.2
"Malta",1993,9
"Mauritania",1993,76.4
"Mauritius",1993,18.4
"Mexico",1993,32
"Micronesia, Fed. Sts.",1993,43
"Moldova",1993,29.2
"Mongolia",1993,67.8
"Montenegro",1993,13.8
"Morocco",1993,56.2
"Mozambique",1993,151.5
"Namibia",1993,47.5
"Nepal",1993,84.7
"Netherlands",1993,6.1
"New Caledonia",1993,NA
"New Zealand",1993,7.8
"Nicaragua",1993,45.2
"Niger",1993,128.9
"Nigeria",1993,125.1
"Norway",1993,5.3
"Oman",1993,24.5
"Pakistan",1993,100.7
"Panama",1993,24.2
"Papua New Guinea",1993,62.6
"Paraguay",1993,33.8
"Peru",1993,48.2
"Philippines",1993,35.9
"Poland",1993,13.9
"Portugal",1993,8.8
"Puerto Rico",1993,NA
"Qatar",1993,14.7
"Romania",1993,28.5
"Russia",1993,22.1
"Rwanda",1993,109
"St. Lucia",1993,17.7
"St. Vincent and the Grenadines",1993,19
"Samoa",1993,23.4
"Saudi Arabia",1993,28.2
"Senegal",1993,69.9
"Serbia",1993,19.9
"Seychelles",1993,13
"Sierra Leone",1993,155.2
"Singapore",1993,4.6
"Slovak Republic",1993,13.7
"Slovenia",1993,7.1
"Solomon Islands",1993,30.3
"South Africa",1993,46.6
"Spain",1993,8
"Sri Lanka",1993,18
"Sudan",1993,76.9
"Suriname",1993,37.5
"Swaziland",1993,61.4
"Sweden",1993,4.8
"Switzerland",1993,5.8
"Syria",1993,26.8
"Tajikistan",1993,93
"Tanzania",1993,98.1
"Thailand",1993,26
"Timor-Leste",1993,116.7
"Togo",1993,86.8
"Tonga",1993,16.9
"Trinidad and Tobago",1993,25.9
"Tunisia",1993,39.6
"Turkey",1993,48
"Turkmenistan",1993,71.9
"Uganda",1993,104.5
"Ukraine",1993,17
"United Arab Emirates",1993,12.2
"United Kingdom",1993,6.6
"United States",1993,8.5
"Uruguay",1993,18.9
"Uzbekistan",1993,58.1
"Vanuatu",1993,26.4
"Venezuela",1993,22.9
"West Bank and Gaza",1993,31.5
"Vietnam",1993,33.1
"Yemen",1993,82.7
"Zambia",1993,111.3
"Zimbabwe",1993,56.4
"Albania",1994,30.3
"Algeria",1994,36.9
"Angola",1994,133.2
"Antigua and Barbuda",1994,19.2
"Argentina",1994,21.4
"Armenia",1994,35.3
"Aruba",1994,NA
"Australia",1994,6
"Austria",1994,6.2
"Azerbaijan",1994,76.1
"Bahamas",1994,16.3
"Bahrain",1994,16.8
"Bangladesh",1994,84.6
"Barbados",1994,14.1
"Belarus",1994,14.1
"Belgium",1994,6.8
"Belize",1994,26.1
"Benin",1994,98.9
"Bhutan",1994,78.8
"Bolivia",1994,74.8
"Bosnia and Herzegovina",1994,12.9
"Botswana",1994,47.3
"Brazil",1994,42.2
"Brunei",1994,8.5
"Bulgaria",1994,19.3
"Burkina Faso",1994,102.1
"Burundi",1994,104.3
"Cambodia",1994,86.9
"Cameroon",1994,91.5
"Canada",1994,6
"Cape Verde",1994,45.1
"Central African Republic",1994,115.4
"Chad",1994,111.7
"Chile",1994,11.7
"China",1994,39
"Colombia",1994,25.8
"Comoros",1994,78.7
"Congo, Dem. Rep.",1994,115.8
"Congo, Rep.",1994,66.6
"Costa Rica",1994,13.2
"Cote d'Ivoire",1994,104.6
"Croatia",1994,9
"Cuba",1994,8.6
"Cyprus",1994,8.4
"Czech Republic",1994,9.7
"Denmark",1994,5.7
"Djibouti",1994,87.2
"Dominican Republic",1994,40.3
"Ecuador",1994,36.9
"Egypt",1994,52.2
"El Salvador",1994,37.6
"Equatorial Guinea",1994,118.5
"Eritrea",1994,78
"Estonia",1994,13.6
"Ethiopia",1994,109.4
"Fiji",1994,22.4
"Finland",1994,4.5
"France",1994,5.8
"French Polynesia",1994,NA
"Gabon",1994,58.6
"Gambia",1994,72.6
"Georgia",1994,38.9
"Germany",1994,5.5
"Ghana",1994,73
"Greece",1994,9.4
"Greenland",1994,NA
"Grenada",1994,15.6
"Guatemala",1994,50.6
"Guinea",1994,126.2
"Guinea-Bissau",1994,124.8
"Guyana",1994,42.3
"Haiti",1994,90.4
"Honduras",1994,38.4
"Hong Kong, China",1994,NA
"Hungary",1994,13
"Iceland",1994,4.3
"India",1994,79.6
"Indonesia",1994,52.9
"Iran",1994,37.7
"Iraq",1994,39.5
"Ireland",1994,6.2
"Israel",1994,7.6
"Italy",1994,6.9
"Jamaica",1994,22.6
"Japan",1994,4.3
"Jordan",1994,26.8
"Kazakhstan",1994,45
"Kenya",1994,71.4
"Kiribati",1994,61.6
"South Korea",1994,5
"Kuwait",1994,13.1
"Kyrgyz Republic",1994,52.6
"Lao",1994,100.2
"Latvia",1994,19.9
"Lebanon",1994,22.7
"Lesotho",1994,74.3
"Liberia",1994,163.7
"Libya",1994,29.6
"Lithuania",1994,14.9
"Luxembourg",1994,5.6
"Macao, China",1994,NA
"Macedonia, FYR",1994,24.9
"Madagascar",1994,88.4
"Malawi",1994,124.9
"Malaysia",1994,11.9
"Maldives",1994,56.5
"Mali",1994,125.3
"Malta",1994,8.7
"Mauritania",1994,76.3
"Mauritius",1994,18.8
"Mexico",1994,30.4
"Micronesia, Fed. Sts.",1994,43.1
"Moldova",1994,30.2
"Mongolia",1994,65
"Montenegro",1994,13.7
"Morocco",1994,54.1
"Mozambique",1994,147.8
"Namibia",1994,47.4
"Nepal",1994,80.7
"Netherlands",1994,5.8
"New Caledonia",1994,NA
"New Zealand",1994,7.5
"Nicaragua",1994,43.3
"Niger",1994,124.6
"Nigeria",1994,124.4
"Norway",1994,4.9
"Oman",1994,22.5
"Pakistan",1994,98.9
"Panama",1994,23.8
"Papua New Guinea",1994,61.9
"Paraguay",1994,32.8
"Peru",1994,45.4
"Philippines",1994,34.6
"Poland",1994,13.5
"Portugal",1994,8.1
"Puerto Rico",1994,NA
"Qatar",1994,13.9
"Romania",1994,27.9
"Russia",1994,22.2
"Rwanda",1994,132.3
"St. Lucia",1994,17.3
"St. Vincent and the Grenadines",1994,18.9
"Samoa",1994,22.6
"Saudi Arabia",1994,26.4
"Senegal",1994,70.3
"Serbia",1994,18.8
"Seychelles",1994,12.7
"Sierra Leone",1994,154.5
"Singapore",1994,4.3
"Slovak Republic",1994,13.1
"Slovenia",1994,6.6
"Solomon Islands",1994,29.7
"South Africa",1994,47.2
"Spain",1994,7.5
"Sri Lanka",1994,17.7
"Sudan",1994,75.8
"Suriname",1994,36.5
"Swaziland",1994,64.9
"Sweden",1994,4.4
"Switzerland",1994,5.5
"Syria",1994,25.7
"Tajikistan",1994,94.1
"Tanzania",1994,97.1
"Thailand",1994,24.8
"Timor-Leste",1994,112
"Togo",1994,85.5
"Tonga",1994,16.5
"Trinidad and Tobago",1994,25.7
"Tunisia",1994,37.8
