"country","year","fertility"
"Macao, China",1989,1.8
"Macedonia, FYR",1989,2.28
"Madagascar",1989,6.27
"Malawi",1989,7.15
"Malaysia",1989,3.55
"Maldives",1989,6.4
"Mali",1989,7.08
"Malta",1989,2.06
"Mauritania",1989,6.02
"Mauritius",1989,2.3
"Mexico",1989,3.47
"Micronesia, Fed. Sts.",1989,5.05
"Moldova",1989,2.51
"Mongolia",1989,4.36
"Montenegro",1989,1.9
"Morocco",1989,4.22
"Mozambique",1989,6.28
"Namibia",1989,5.36
"Nepal",1989,5.24
"Netherlands",1989,1.55
"New Caledonia",1989,3
"New Zealand",1989,2.33
"Nicaragua",1989,4.87
"Niger",1989,7.76
"Nigeria",1989,6.54
"Norway",1989,1.89
"Oman",1989,7.46
"Pakistan",1989,6.14
"Panama",1989,3.13
"Papua New Guinea",1989,4.86
"Paraguay",1989,4.64
"Peru",1989,3.93
"Philippines",1989,4.4
"Poland",1989,2.09
"Portugal",1989,1.56
"Puerto Rico",1989,2.24
"Qatar",1989,4.16
"Romania",1989,2.18
"Russia",1989,2.02
"Rwanda",1989,7.54
"St. Lucia",1989,3.5
"St. Vincent and the Grenadines",1989,3.01
"Samoa",1989,5.21
"Saudi Arabia",1989,6
"Senegal",1989,6.73
"Serbia",1989,2.16
"Seychelles",1989,2.82
"Sierra Leone",1989,6.6
"Singapore",1989,1.75
"Slovak Republic",1989,2.09
"Slovenia",1989,1.52
"Solomon Islands",1989,5.96
"South Africa",1989,3.79
"Spain",1989,1.38
"Sri Lanka",1989,2.54
"Sudan",1989,6.21
"Suriname",1989,2.82
"Swaziland",1989,5.91
"Sweden",1989,2.02
"Switzerland",1989,1.55
"Syria",1989,5.53
"Tajikistan",1989,5.27
"Tanzania",1989,6.27
"Thailand",1989,2.18
"Timor-Leste",1989,5.27
"Togo",1989,6.45
"Tonga",1989,4.69
"Trinidad and Tobago",1989,2.57
"Tunisia",1989,3.71
"Turkey",1989,3.18
"Turkmenistan",1989,4.44
"Uganda",1989,7.1
"Ukraine",1989,1.94
"United Arab Emirates",1989,4.57
"United Kingdom",1989,1.82
"United States",1989,2
"Uruguay",1989,2.52
"Uzbekistan",1989,4.27
"Vanuatu",1989,4.97
"Venezuela",1989,3.52
"West Bank and Gaza",1989,6.51
"Vietnam",1989,3.68
"Yemen",1989,8.81
"Zambia",1989,6.54
"Zimbabwe",1989,5.37
"Albania",1990,2.97
"Algeria",1990,4.76
"Angola",1990,7.17
"Antigua and Barbuda",1990,2.06
"Argentina",1990,2.99
"Armenia",1990,2.54
"Aruba",1990,2.25
"Australia",1990,1.9
"Austria",1990,1.46
"Azerbaijan",1990,2.97
"Bahamas",1990,2.64
"Bahrain",1990,3.74
"Bangladesh",1990,4.55
"Barbados",1990,1.74
"Belarus",1990,1.89
"Belgium",1990,1.58
"Belize",1990,4.51
"Benin",1990,6.74
"Bhutan",1990,5.64
"Bolivia",1990,4.91
"Bosnia and Herzegovina",1990,1.71
"Botswana",1990,4.7
"Brazil",1990,2.81
"Brunei",1990,3.53
"Bulgaria",1990,1.77
"Burkina Faso",1990,7.01
"Burundi",1990,7.54
"Cambodia",1990,5.62
"Cameroon",1990,6.43
"Canada",1990,1.72
"Cape Verde",1990,5.31
"Central African Republic",1990,5.78
"Chad",1990,7.31
"Chile",1990,2.62
"China",1990,2.43
"Colombia",1990,3.1
"Comoros",1990,5.57
"Congo, Dem. Rep.",1990,7.13
"Congo, Rep.",1990,5.35
"Costa Rica",1990,3.18
"Cote d'Ivoire",1990,6.36
"Croatia",1990,1.67
"Cuba",1990,1.75
"Cyprus",1990,2.41
"Czech Republic",1990,1.82
"Denmark",1990,1.67
"Djibouti",1990,6.09
"Dominican Republic",1990,3.47
"Ecuador",1990,3.77
"Egypt",1990,4.35
"El Salvador",1990,3.95
"Equatorial Guinea",1990,5.9
"Eritrea",1990,6.49
"Estonia",1990,1.94
"Ethiopia",1990,7.25
"Fiji",1990,3.4
"Finland",1990,1.79
"France",1990,1.75
"French Polynesia",1990,3.4
"Gabon",1990,5.42
"Gambia",1990,6.11
"Georgia",1990,2.18
"Germany",1990,1.36
"Ghana",1990,5.62
"Greece",1990,1.42
"Greenland",1990,2.44
"Grenada",1990,3.84
"Guatemala",1990,5.58
"Guinea",1990,6.58
"Guinea-Bissau",1990,6.65
"Guyana",1990,2.47
"Haiti",1990,5.43
"Honduras",1990,5.14
"Hong Kong, China",1990,1.3
"Hungary",1990,1.83
"Iceland",1990,2.16
"India",1990,3.88
"Indonesia",1990,3.12
"Iran",1990,4.82
"Iraq",1990,5.88
"Ireland",1990,2
"Israel",1990,3
"Italy",1990,1.3
"Jamaica",1990,2.95
"Japan",1990,1.57
"Jordan",1990,5.54
"Kazakhstan",1990,2.84
"Kenya",1990,6.04
"Kiribati",1990,4.63
"South Korea",1990,1.61
"Kuwait",1990,2.36
"Kyrgyz Republic",1990,3.86
"Lao",1990,6.15
"Latvia",1990,1.92
"Lebanon",1990,3
"Lesotho",1990,4.92
"Liberia",1990,6.5
"Libya",1990,4.97
"Lithuania",1990,1.96
"Luxembourg",1990,1.56
"Macao, China",1990,1.69
"Macedonia, FYR",1990,2.24
"Madagascar",1990,6.26
"Malawi",1990,7
"Malaysia",1990,3.52
"Maldives",1990,6.1
"Mali",1990,7.06
"Malta",1990,2.05
"Mauritania",1990,5.98
"Mauritius",1990,2.29
"Mexico",1990,3.38
"Micronesia, Fed. Sts.",1990,4.96
"Moldova",1990,2.41
"Mongolia",1990,4.05
"Montenegro",1990,1.87
"Morocco",1990,4.06
"Mozambique",1990,6.24
"Namibia",1990,5.23
"Nepal",1990,5.17
"Netherlands",1990,1.62
"New Caledonia",1990,2.98
"New Zealand",1990,2.4
"Nicaragua",1990,4.75
"Niger",1990,7.76
"Nigeria",1990,6.49
"Norway",1990,1.93
"Oman",1990,7.16
"Pakistan",1990,6.02
"Panama",1990,3.08
"Papua New Guinea",1990,4.8
"Paraguay",1990,4.54
"Peru",1990,3.83
"Philippines",1990,4.32
"Poland",1990,2.04
"Portugal",1990,1.54
"Puerto Rico",1990,2.22
"Qatar",1990,4.02
"Romania",1990,1.81
"Russia",1990,1.89
"Rwanda",1990,7.27
"St. Lucia",1990,3.4
"St. Vincent and the Grenadines",1990,2.96
"Samoa",1990,5.12
"Saudi Arabia",1990,5.84
"Senegal",1990,6.63
"Serbia",1990,2.11
"Seychelles",1990,2.74
"Sierra Leone",1990,6.53
"Singapore",1990,1.83
"Slovak Republic",1990,2.04
"Slovenia",1990,1.47
"Solomon Islands",1990,5.85
"South Africa",1990,3.66
"Spain",1990,1.34
"Sri Lanka",1990,2.48
"Sudan",1990,6.15
"Suriname",1990,2.73
"Swaziland",1990,5.74
"Sweden",1990,2.14
"Switzerland",1990,1.55
"Syria",1990,5.31
"Tajikistan",1990,5.18
"Tanzania",1990,6.21
"Thailand",1990,2.11
"Timor-Leste",1990,5.34
"Togo",1990,6.33
"Tonga",1990,4.64
"Trinidad and Tobago",1990,2.45
"Tunisia",1990,3.54
"Turkey",1990,3.08
"Turkmenistan",1990,4.35
"Uganda",1990,7.09
"Ukraine",1990,1.87
"United Arab Emirates",1990,4.39
"United Kingdom",1990,1.81
"United States",1990,2.07
"Uruguay",1990,2.52
"Uzbekistan",1990,4.18
"Vanuatu",1990,4.93
"Venezuela",1990,3.45
"West Bank and Gaza",1990,6.53
"Vietnam",1990,3.56
"Yemen",1990,8.67
"Zambia",1990,6.47
"Zimbabwe",1990,5.18
"Albania",1991,2.92
"Algeria",1991,4.5
"Angola",1991,7.14
"Antigua and Barbuda",1991,2.07
"Argentina",1991,2.96
"Armenia",1991,2.48
"Aruba",1991,2.22
"Australia",1991,1.85
"Austria",1991,1.51
"Azerbaijan",1991,2.94
"Bahamas",1991,2.63
"Bahrain",1991,3.6
"Bangladesh",1991,4.37
"Barbados",1991,1.73
"Belarus",1991,1.81
"Belgium",1991,1.59
"Belize",1991,4.44
"Benin",1991,6.68
"Bhutan",1991,5.43
"Bolivia",1991,4.87
"Bosnia and Herzegovina",1991,1.65
"Botswana",1991,4.54
"Brazil",1991,2.72
"Brunei",1991,3.44
"Bulgaria",1991,1.69
"Burkina Faso",1991,6.98
"Burundi",1991,7.51
"Cambodia",1991,5.44
"Cameroon",1991,6.35
"Canada",1991,1.71
"Cape Verde",1991,5.16
"Central African Republic",1991,5.73
"Chad",1991,7.35
"Chile",1991,2.6
"China",1991,2.28
"Colombia",1991,3.06
"Comoros",1991,5.45
"Congo, Dem. Rep.",1991,7.18
"Congo, Rep.",1991,5.29
"Costa Rica",1991,3.09
"Cote d'Ivoire",1991,6.23
"Croatia",1991,1.62
"Cuba",1991,1.72
"Cyprus",1991,2.38
"Czech Republic",1991,1.76
"Denmark",1991,1.68
"Djibouti",1991,6
"Dominican Republic",1991,3.4
"Ecuador",1991,3.67
"Egypt",1991,4.18
"El Salvador",1991,3.86
"Equatorial Guinea",1991,5.9
"Eritrea",1991,6.47
"Estonia",1991,1.83
"Ethiopia",1991,7.19
"Fiji",1991,3.37
"Finland",1991,1.8
"France",1991,1.74
"French Polynesia",1991,3.29
"Gabon",1991,5.34
"Gambia",1991,6.1
"Georgia",1991,2.13
"Germany",1991,1.34
"Ghana",1991,5.51
"Greece",1991,1.39
"Greenland",1991,2.42
"Grenada",1991,3.7
"Guatemala",1991,5.53
"Guinea",1991,6.54
"Guinea-Bissau",1991,6.61
"Guyana",1991,2.47
"Haiti",1991,5.32
"Honduras",1991,5.05
"Hong Kong, China",1991,1.26
"Hungary",1991,1.8
"Iceland",1991,2.17
"India",1991,3.79
"Indonesia",1991,3.02
"Iran",1991,4.48
"Iraq",1991,5.79
"Ireland",1991,1.95
"Israel",1991,2.97
"Italy",1991,1.29
"Jamaica",1991,2.9
"Japan",1991,1.54
"Jordan",1991,5.35
"Kazakhstan",1991,2.73
"Kenya",1991,5.85
"Kiribati",1991,4.6
"South Korea",1991,1.63
"Kuwait",1991,2.2
"Kyrgyz Republic",1991,3.77
"Lao",1991,6.06
"Latvia",1991,1.82
"Lebanon",1991,2.92
"Lesotho",1991,4.84
"Liberia",1991,6.41
"Libya",1991,4.69
"Lithuania",1991,1.91
"Luxembourg",1991,1.6
"Macao, China",1991,1.59
"Macedonia, FYR",1991,2.21
"Madagascar",1991,6.23
"Malawi",1991,6.85
"Malaysia",1991,3.49
"Maldives",1991,5.78
"Mali",1991,7.04
"Malta",1991,2.04
"Mauritania",1991,5.93
"Mauritius",1991,2.28
"Mexico",1991,3.29
"Micronesia, Fed. Sts.",1991,4.88
"Moldova",1991,2.31
"Mongolia",1991,3.75
"Montenegro",1991,1.84
"Morocco",1991,3.91
"Mozambique",1991,6.19
"Namibia",1991,5.1
"Nepal",1991,5.09
"Netherlands",1991,1.61
"New Caledonia",1991,2.96
"New Zealand",1991,2.36
"Nicaragua",1991,4.64
"Niger",1991,7.76
"Nigeria",1991,6.44
"Norway",1991,1.92
"Oman",1991,6.83
"Pakistan",1991,5.9
"Panama",1991,3.02
"Papua New Guinea",1991,4.76
"Paraguay",1991,4.45
"Peru",1991,3.72
"Philippines",1991,4.25
"Poland",1991,1.98
"Portugal",1991,1.52
"Puerto Rico",1991,2.2
"Qatar",1991,3.89
"Romania",1991,1.56
"Russia",1991,1.73
"Rwanda",1991,7.01
"St. Lucia",1991,3.3
"St. Vincent and the Grenadines",1991,2.91
"Samoa",1991,5.03
"Saudi Arabia",1991,5.69
"Senegal",1991,6.52
"Serbia",1991,2.05
"Seychelles",1991,2.66
"Sierra Leone",1991,6.45
"Singapore",1991,1.73
"Slovak Republic",1991,1.97
"Slovenia",1991,1.43
"Solomon Islands",1991,5.73
"South Africa",1991,3.53
"Spain",1991,1.31
"Sri Lanka",1991,2.43
"Sudan",1991,6.09
"Suriname",1991,2.67
"Swaziland",1991,5.57
"Sweden",1991,2.11
"Switzerland",1991,1.54
"Syria",1991,5.11
"Tajikistan",1991,5.07
"Tanzania",1991,6.15
"Thailand",1991,2.06
"Timor-Leste",1991,5.47
"Togo",1991,6.21
"Tonga",1991,4.61
"Trinidad and Tobago",1991,2.34
"Tunisia",1991,3.36
"Turkey",1991,2.99
"Turkmenistan",1991,4.22
"Uganda",1991,7.08
"Ukraine",1991,1.79
"United Arab Emirates",1991,4.19
"United Kingdom",1991,1.8
"United States",1991,2.06
"Uruguay",1991,2.51
"Uzbekistan",1991,4.06
"Vanuatu",1991,4.89
"Venezuela",1991,3.37
"West Bank and Gaza",1991,6.55
"Vietnam",1991,3.42
"Yemen",1991,8.5
"Zambia",1991,6.4
"Zimbabwe",1991,5
"Albania",1992,2.87
"Algeria",1992,4.24
"Angola",1992,7.12
"Antigua and Barbuda",1992,2.1
"Argentina",1992,2.92
"Armenia",1992,2.4
"Aruba",1992,2.19
"Australia",1992,1.89
"Austria",1992,1.51
"Azerbaijan",1992,2.88
"Bahamas",1992,2.62
"Bahrain",1992,3.47
"Bangladesh",1992,4.2
"Barbados",1992,1.73
"Belarus",1992,1.72
"Belgium",1992,1.6
"Belize",1992,4.36
"Benin",1992,6.6
"Bhutan",1992,5.22
"Bolivia",1992,4.81
"Bosnia and Herzegovina",1992,1.59
"Botswana",1992,4.39
"Brazil",1992,2.64
"Brunei",1992,3.32
"Bulgaria",1992,1.6
"Burkina Faso",1992,6.95
"Burundi",1992,7.47
"Cambodia",1992,5.24
"Cameroon",1992,6.26
"Canada",1992,1.71
"Cape Verde",1992,5.02
"Central African Republic",1992,5.69
"Chad",1992,7.38
"Chile",1992,2.56
"China",1992,2.11
"Colombia",1992,3.01
"Comoros",1992,5.36
"Congo, Dem. Rep.",1992,7.22
"Congo, Rep.",1992,5.24
"Costa Rica",1992,3
"Cote d'Ivoire",1992,6.11
"Croatia",1992,1.57
"Cuba",1992,1.68
"Cyprus",1992,2.34
"Czech Republic",1992,1.68
"Denmark",1992,1.76
"Djibouti",1992,5.88
"Dominican Republic",1992,3.33
"Ecuador",1992,3.58
"Egypt",1992,4.02
"El Salvador",1992,3.78
"Equatorial Guinea",1992,5.9
"Eritrea",1992,6.44
"Estonia",1992,1.71
"Ethiopia",1992,7.14
"Fiji",1992,3.35
"Finland",1992,1.85
"France",1992,1.72
"French Polynesia",1992,3.18
"Gabon",1992,5.26
"Gambia",1992,6.08
"Georgia",1992,2.08
"Germany",1992,1.32
"Ghana",1992,5.39
"Greece",1992,1.37
"Greenland",1992,2.61
"Grenada",1992,3.55
"Guatemala",1992,5.47
"Guinea",1992,6.49
"Guinea-Bissau",1992,6.55
"Guyana",1992,2.47
"Haiti",1992,5.21
"Honduras",1992,4.95
"Hong Kong, China",1992,1.22
"Hungary",1992,1.75
"Iceland",1992,2.17
"India",1992,3.71
"Indonesia",1992,2.93
"Iran",1992,4.14
"Iraq",1992,5.7
"Ireland",1992,1.92
"Israel",1992,2.95
"Italy",1992,1.28
"Jamaica",1992,2.86
"Japan",1992,1.5
"Jordan",1992,5.17
"Kazakhstan",1992,2.61
"Kenya",1992,5.67
"Kiribati",1992,4.57
"South Korea",1992,1.65
"Kuwait",1992,2.14
"Kyrgyz Republic",1992,3.66
"Lao",1992,5.93
"Latvia",1992,1.7
"Lebanon",1992,2.84
"Lesotho",1992,4.76
"Liberia",1992,6.34
"Libya",1992,4.43
"Lithuania",1992,1.85
"Luxembourg",1992,1.64
"Macao, China",1992,1.49
"Macedonia, FYR",1992,2.16
"Madagascar",1992,6.18
"Malawi",1992,6.72
"Malaysia",1992,3.45
"Maldives",1992,5.46
"Mali",1992,7.02
"Malta",1992,2.02
"Mauritania",1992,5.88
"Mauritius",1992,2.25
"Mexico",1992,3.2
"Micronesia, Fed. Sts.",1992,4.82
"Moldova",1992,2.19
"Mongolia",1992,3.45
"Montenegro",1992,1.83
"Morocco",1992,3.76
"Mozambique",1992,6.14
"Namibia",1992,4.97
"Nepal",1992,5
"Netherlands",1992,1.59
"New Caledonia",1992,2.93
"New Zealand",1992,2.31
"Nicaragua",1992,4.52
"Niger",1992,7.77
"Nigeria",1992,6.4
"Norway",1992,1.88
"Oman",1992,6.47
"Pakistan",1992,5.77
"Panama",1992,2.98
"Papua New Guinea",1992,4.72
"Paraguay",1992,4.36
"Peru",1992,3.62
"Philippines",1992,4.18
"Poland",1992,1.91
"Portugal",1992,1.5
"Puerto Rico",1992,2.18
"Qatar",1992,3.8
"Romania",1992,1.49
"Russia",1992,1.55
"Rwanda",1992,6.77
"St. Lucia",1992,3.2
"St. Vincent and the Grenadines",1992,2.86
"Samoa",1992,4.96
"Saudi Arabia",1992,5.52
"Senegal",1992,6.4
"Serbia",1992,2
"Seychelles",1992,2.59
"Sierra Leone",1992,6.39
"Singapore",1992,1.72
"Slovak Republic",1992,1.9
"Slovenia",1992,1.38
"Solomon Islands",1992,5.6
"South Africa",1992,3.41
"Spain",1992,1.28
"Sri Lanka",1992,2.39
"Sudan",1992,6.03
"Suriname",1992,2.64
"Swaziland",1992,5.39
"Sweden",1992,2.08
"Switzerland",1992,1.54
"Syria",1992,4.93
"Tajikistan",1992,4.95
"Tanzania",1992,6.08
"Thailand",1992,2
"Timor-Leste",1992,5.65
"Togo",1992,6.08
"Tonga",1992,4.58
"Trinidad and Tobago",1992,2.23
"Tunisia",1992,3.19
"Turkey",1992,2.91
"Turkmenistan",1992,4.07
"Uganda",1992,7.07
"Ukraine",1992,1.69
"United Arab Emirates",1992,3.99
"United Kingdom",1992,1.79
"United States",1992,2.04
"Uruguay",1992,2.49
"Uzbekistan",1992,3.93
"Vanuatu",1992,4.85
"Venezuela",1992,3.29
"West Bank and Gaza",1992,6.54
"Vietnam",1992,3.26
"Yemen",1992,8.31
"Zambia",1992,6.34
"Zimbabwe",1992,4.84
"Albania",1993,2.82
"Algeria",1993,3.97
"Angola",1993,7.09
"Antigua and Barbuda",1993,2.13
"Argentina",1993,2.88
"Armenia",1993,2.3
"Aruba",1993,2.15
"Australia",1993,1.86
"Austria",1993,1.5
"Azerbaijan",1993,2.8
"Bahamas",1993,2.6
"Bahrain",1993,3.34
"Bangladesh",1993,4.03
"Barbados",1993,1.73
"Belarus",1993,1.64
"Belgium",1993,1.6
"Belize",1993,4.29
"Benin",1993,6.53
"Bhutan",1993,5
"Bolivia",1993,4.74
"Bosnia and Herzegovina",1993,1.56
"Botswana",1993,4.25
"Brazil",1993,2.58
"Brunei",1993,3.2
"Bulgaria",1993,1.51
"Burkina Faso",1993,6.92
"Burundi",1993,7.42
"Cambodia",1993,5.03
"Cameroon",1993,6.17
"Canada",1993,1.68
"Cape Verde",1993,4.86
"Central African Republic",1993,5.65
"Chad",1993,7.4
"Chile",1993,2.51
"China",1993,1.95
"Colombia",1993,2.97
"Comoros",1993,5.29
"Congo, Dem. Rep.",1993,7.25
"Congo, Rep.",1993,5.2
"Costa Rica",1993,2.92
"Cote d'Ivoire",1993,6.01
"Croatia",1993,1.54
"Cuba",1993,1.65
"Cyprus",1993,2.28
"Czech Republic",1993,1.59
"Denmark",1993,1.75
"Djibouti",1993,5.73
"Dominican Republic",1993,3.26
"Ecuador",1993,3.49
"Egypt",1993,3.88
"El Salvador",1993,3.7
"Equatorial Guinea",1993,5.9
"Eritrea",1993,6.4
"Estonia",1993,1.6
"Ethiopia",1993,7.09
"Fiji",1993,3.33
"Finland",1993,1.81
"France",1993,1.72
"French Polynesia",1993,3.06
"Gabon",1993,5.17
"Gambia",1993,6.07
"Georgia",1993,2.01
"Germany",1993,1.31
"Ghana",1993,5.28
"Greece",1993,1.35
"Greenland",1993,2.58
"Grenada",1993,3.4
"Guatemala",1993,5.4
"Guinea",1993,6.44
"Guinea-Bissau",1993,6.49
"Guyana",1993,2.47
"Haiti",1993,5.1
"Honduras",1993,4.85
"Hong Kong, China",1993,1.17
"Hungary",1993,1.69
"Iceland",1993,2.17
"India",1993,3.63
"Indonesia",1993,2.84
"Iran",1993,3.81
"Iraq",1993,5.61
"Ireland",1993,1.9
"Israel",1993,2.94
"Italy",1993,1.26
"Jamaica",1993,2.82
"Japan",1993,1.47
"Jordan",1993,5
"Kazakhstan",1993,2.48
"Kenya",1993,5.51
"Kiribati",1993,4.53
"South Korea",1993,1.66
"Kuwait",1993,2.18
"Kyrgyz Republic",1993,3.55
"Lao",1993,5.78
"Latvia",1993,1.58
"Lebanon",1993,2.77
"Lesotho",1993,4.69
"Liberia",1993,6.27
"Libya",1993,4.18
"Lithuania",1993,1.78
"Luxembourg",1993,1.67
"Macao, China",1993,1.39
"Macedonia, FYR",1993,2.11
"Madagascar",1993,6.13
"Malawi",1993,6.61
"Malaysia",1993,3.42
"Maldives",1993,5.15
"Mali",1993,7
"Malta",1993,2
"Mauritania",1993,5.82
"Mauritius",1993,2.22
"Mexico",1993,3.12
"Micronesia, Fed. Sts.",1993,4.77
"Moldova",1993,2.08
"Mongolia",1993,3.18
"Montenegro",1993,1.82
"Morocco",1993,3.61
"Mozambique",1993,6.09
"Namibia",1993,4.84
"Nepal",1993,4.91
"Netherlands",1993,1.57
"New Caledonia",1993,2.89
"New Zealand",1993,2.22
"Nicaragua",1993,4.38
"Niger",1993,7.77
"Nigeria",1993,6.35
"Norway",1993,1.86
"Oman",1993,6.1
"Pakistan",1993,5.63
"Panama",1993,2.95
"Papua New Guinea",1993,4.7
"Paraguay",1993,4.27
"Peru",1993,3.51
"Philippines",1993,4.11
"Poland",1993,1.84
"Portugal",1993,1.49
"Puerto Rico",1993,2.15
"Qatar",1993,3.72
"Romania",1993,1.43
"Russia",1993,1.37
"Rwanda",1993,6.57
"St. Lucia",1993,3.09
"St. Vincent and the Grenadines",1993,2.81
"Samoa",1993,4.88
"Saudi Arabia",1993,5.35
"Senegal",1993,6.29
"Serbia",1993,1.94
"Seychelles",1993,2.51
"Sierra Leone",1993,6.32
"Singapore",1993,1.74
"Slovak Republic",1993,1.81
"Slovenia",1993,1.34
"Solomon Islands",1993,5.46
"South Africa",1993,3.3
"Spain",1993,1.25
"Sri Lanka",1993,2.35
"Sudan",1993,5.96
"Suriname",1993,2.63
"Swaziland",1993,5.21
"Sweden",1993,1.98
"Switzerland",1993,1.53
"Syria",1993,4.76
"Tajikistan",1993,4.83
"Tanzania",1993,6.01
"Thailand",1993,1.96
"Timor-Leste",1993,5.87
"Togo",1993,5.96
"Tonga",1993,4.55
"Trinidad and Tobago",1993,2.13
"Tunisia",1993,3.01
"Turkey",1993,2.84
"Turkmenistan",1993,3.9
"Uganda",1993,7.06
"Ukraine",1993,1.6
"United Arab Emirates",1993,3.78
"United Kingdom",1993,1.78
"United States",1993,2.02
"Uruguay",1993,2.46
"Uzbekistan",1993,3.78
"Vanuatu",1993,4.81
"Venezuela",1993,3.22
"West Bank and Gaza",1993,6.49
"Vietnam",1993,3.07
"Yemen",1993,8.09
"Zambia",1993,6.29
"Zimbabwe",1993,4.69
"Albania",1994,2.77
"Algeria",1994,3.71
"Angola",1994,7.05
"Antigua and Barbuda",1994,2.17
"Argentina",1994,2.83
"Armenia",1994,2.18
"Aruba",1994,2.11
"Australia",1994,1.84
"Austria",1994,1.47
"Azerbaijan",1994,2.69
"Bahamas",1994,2.57
"Bahrain",1994,3.21
"Bangladesh",1994,3.88
"Barbados",1994,1.72
"Belarus",1994,1.55
"Belgium",1994,1.61
"Belize",1994,4.2
"Benin",1994,6.45
"Bhutan",1994,4.8
"Bolivia",1994,4.66
"Bosnia and Herzegovina",1994,1.54
"Botswana",1994,4.12
"Brazil",1994,2.54
"Brunei",1994,3.06
"Bulgaria",1994,1.42
"Burkina Faso",1994,6.88
"Burundi",1994,7.37
"Cambodia",1994,4.83
"Cameroon",1994,6.08
"Canada",1994,1.69
"Cape Verde",1994,4.71
"Central African Republic",1994,5.62
"Chad",1994,7.42
"Chile",1994,2.45
"China",1994,1.81
"Colombia",1994,2.92
"Comoros",1994,5.26
"Congo, Dem. Rep.",1994,7.27
"Congo, Rep.",1994,5.17
"Costa Rica",1994,2.84
"Cote d'Ivoire",1994,5.9
"Croatia",1994,1.52
"Cuba",1994,1.63
"Cyprus",1994,2.21
"Czech Republic",1994,1.49
"Denmark",1994,1.81
"Djibouti",1994,5.55
"Dominican Republic",1994,3.2
"Ecuador",1994,3.41
"Egypt",1994,3.76
"El Salvador",1994,3.61
"Equatorial Guinea",1994,5.9
"Eritrea",1994,6.35
"Estonia",1994,1.51
"Ethiopia",1994,7.05
"Fiji",1994,3.31
"Finland",1994,1.85
"France",1994,1.72
"French Polynesia",1994,2.95
"Gabon",1994,5.08
"Gambia",1994,6.06
"Georgia",1994,1.95
"Germany",1994,1.31
"Ghana",1994,5.17
"Greece",1994,1.34
"Greenland",1994,2.53
"Grenada",1994,3.25
"Guatemala",1994,5.32
"Guinea",1994,6.38
"Guinea-Bissau",1994,6.4
"Guyana",1994,2.48
"Haiti",1994,5
"Honduras",1994,4.74
"Hong Kong, China",1994,1.11
"Hungary",1994,1.63
"Iceland",1994,2.15
"India",1994,3.55
"Indonesia",1994,2.76
"Iran",1994,3.49
"Iraq",1994,5.51
"Ireland",1994,1.9
"Israel",1994,2.93
"Italy",1994,1.25
"Jamaica",1994,2.78
"Japan",1994,1.44
"Jordan",1994,4.83
"Kazakhstan",1994,2.36
"Kenya",1994,5.37
"Kiribati",1994,4.48
"South Korea",1994,1.65
"Kuwait",1994,2.3
"Kyrgyz Republic",1994,3.43
"Lao",1994,5.6
"Latvia",1994,1.46
"Lebanon",1994,2.69
"Lesotho",1994,4.62
"Liberia",1994,6.21
"Libya",1994,3.95
"Lithuania",1994,1.71
"Luxembourg",1994,1.69
"Macao, China",1994,1.31
"Macedonia, FYR",1994,2.05
"Madagascar",1994,6.07
"Malawi",1994,6.54
"Malaysia",1994,3.39
"Maldives",1994,4.85
"Mali",1994,6.97
"Malta",1994,1.97
"Mauritania",1994,5.76
"Mauritius",1994,2.18
"Mexico",1994,3.04
"Micronesia, Fed. Sts.",1994,4.72
"Moldova",1994,1.98
"Mongolia",1994,2.94
"Montenegro",1994,1.81
"Morocco",1994,3.46
"Mozambique",1994,6.03
"Namibia",1994,4.72
"Nepal",1994,4.82
"Netherlands",1994,1.57
"New Caledonia",1994,2.84
"New Zealand",1994,2.13
"Nicaragua",1994,4.23
"Niger",1994,7.77
"Nigeria",1994,6.3
"Norway",1994,1.87
"Oman",1994,5.72
"Pakistan",1994,5.5
"Panama",1994,2.92
"Papua New Guinea",1994,4.69
"Paraguay",1994,4.18
"Peru",1994,3.41
"Philippines",1994,4.06
"Poland",1994,1.76
"Portugal",1994,1.49
"Puerto Rico",1994,2.12
"Qatar",1994,3.65
"Romania",1994,1.42
"Russia",1994,1.4
"Rwanda",1994,6.42
"St. Lucia",1994,2.98
"St. Vincent and the Grenadines",1994,2.76
"Samoa",1994,4.82
"Saudi Arabia",1994,5.17
"Senegal",1994,6.17
"Serbia",1994,1.89
"Seychelles",1994,2.42
"Sierra Leone",1994,6.26
"Singapore",1994,1.71
"Slovak Republic",1994,1.72
"Slovenia",1994,1.31
"Solomon Islands",1994,5.33
"South Africa",1994,3.2
"Spain",1994,1.23
"Sri Lanka",1994,2.32
"Sudan",1994,5.89
"Suriname",1994,2.65
"Swaziland",1994,5.04
"Sweden",1994,1.88
"Switzerland",1994,1.53
"Syria",1994,4.62
"Tajikistan",1994,4.71
"Tanzania",1994,5.95
"Thailand",1994,1.91
"Timor-Leste",1994,6.13
"Togo",1994,5.84
"Tonga",1994,4.5
"Trinidad and Tobago",1994,2.04
"Tunisia",1994,2.84
"Turkey",1994,2.77
"Turkmenistan",1994,3.71
"Uganda",1994,7.04
"Ukraine",1994,1.5
"United Arab Emirates",1994,3.58
"United Kingdom",1994,1.77
"United States",1994,2
"Uruguay",1994,2.43
"Uzbekistan",1994,3.63
"Vanuatu",1994,4.78
"Venezuela",1994,3.15
"West Bank and Gaza",1994,6.4
"Vietnam",1994,2.88
