"country","year","life_expectancy"
"Qatar",1989,74.32
"Romania",1989,69.99
"Russia",1989,69.57
"Rwanda",1989,50.23
"St. Lucia",1989,70.12
"St. Vincent and the Grenadines",1989,69.53
"Samoa",1989,68.49
"Saudi Arabia",1989,73.39
"Senegal",1989,57.41
"Serbia",1989,72.35
"Seychelles",1989,69.22
"Sierra Leone",1989,51.98
"Singapore",1989,74.51
"Slovak Republic",1989,71.12
"Slovenia",1989,73.19
"Solomon Islands",1989,59.7
"South Africa",1989,61.69
"Spain",1989,76.89
"Sri Lanka",1989,70.32
"Sudan",1989,58.67
"Suriname",1989,69.57
"Swaziland",1989,60.5
"Sweden",1989,77.67
"Switzerland",1989,77.68
"Syria",1989,70.14
"Tajikistan",1989,65.5
"Tanzania",1989,55.39
"Thailand",1989,70.76
"Timor-Leste",1989,57.47
"Togo",1989,57.65
"Tonga",1989,68.98
"Trinidad and Tobago",1989,68.98
"Tunisia",1989,71.13
"Turkey",1989,67.53
"Turkmenistan",1989,63.89
"Uganda",1989,51.08
"Ukraine",1989,70.43
"United Arab Emirates",1989,70.31
"United Kingdom",1989,75.36
"United States",1989,75.1
"Uruguay",1989,72.81
"Uzbekistan",1989,67.96
"Vanuatu",1989,61.48
"Venezuela",1989,72.24
"West Bank and Gaza",1989,71.36
"Vietnam",1989,69
"Yemen",1989,58.08
"Zambia",1989,52.59
"Zimbabwe",1989,63.81
"Albania",1990,73.3
"Algeria",1990,70.2
"Angola",1990,48.6
"Antigua and Barbuda",1990,73.5
"Argentina",1990,72.5
"Armenia",1990,70.1
"Aruba",1990,73.47
"Australia",1990,77
"Austria",1990,75.7
"Azerbaijan",1990,65.6
"Bahamas",1990,68.5
"Bahrain",1990,71.8
"Bangladesh",1990,57.9
"Barbados",1990,73
"Belarus",1990,70.5
"Belgium",1990,76
"Belize",1990,71.4
"Benin",1990,56.1
"Bhutan",1990,61.4
"Bolivia",1990,61.6
"Bosnia and Herzegovina",1990,72.7
"Botswana",1990,62.3
"Brazil",1990,67.9
"Brunei",1990,73.8
"Bulgaria",1990,71.4
"Burkina Faso",1990,51.4
"Burundi",1990,45.6
"Cambodia",1990,57.6
"Cameroon",1990,58.4
"Canada",1990,77.4
"Cape Verde",1990,68.7
"Central African Republic",1990,48.4
"Chad",1990,53.7
"Chile",1990,73.1
"China",1990,66.7
"Colombia",1990,71.5
"Comoros",1990,57.1
"Congo, Dem. Rep.",1990,54.5
"Congo, Rep.",1990,54.3
"Costa Rica",1990,76.6
"Cote d'Ivoire",1990,55.3
"Croatia",1990,72.6
"Cuba",1990,74.7
"Cyprus",1990,76.8
"Czech Republic",1990,71.8
"Denmark",1990,75.1
"Djibouti",1990,61
"Dominican Republic",1990,71.8
"Ecuador",1990,71.2
"Egypt",1990,65.2
"El Salvador",1990,67.7
"Equatorial Guinea",1990,48.9
"Eritrea",1990,52.4
"Estonia",1990,70.1
"Ethiopia",1990,45.2
"Fiji",1990,65.1
"Finland",1990,75.1
"France",1990,77.2
"French Polynesia",1990,68.7
"Gabon",1990,59.5
"Gambia",1990,61.3
"Georgia",1990,69.9
"Germany",1990,75.4
"Ghana",1990,58
"Greece",1990,77
"Greenland",1990,64.6
"Grenada",1990,69.9
"Guatemala",1990,64.6
"Guinea",1990,52
"Guinea-Bissau",1990,51.5
"Guyana",1990,64.2
"Haiti",1990,54.3
"Honduras",1990,70.3
"Hong Kong, China",1990,77.52
"Hungary",1990,69.5
"Iceland",1990,78.3
"India",1990,58.2
"Indonesia",1990,64
"Iran",1990,66
"Iraq",1990,65.7
"Ireland",1990,76.3
"Israel",1990,76.7
"Italy",1990,77
"Jamaica",1990,74.8
"Japan",1990,79
"Jordan",1990,71.5
"Kazakhstan",1990,68
"Kenya",1990,61.8
"Kiribati",1990,58
"South Korea",1990,71.8
"Kuwait",1990,77.2
"Kyrgyz Republic",1990,66
"Lao",1990,51.5
"Latvia",1990,69.6
"Lebanon",1990,69.3
"Lesotho",1990,60.5
"Liberia",1990,48.6
"Libya",1990,73.4
"Lithuania",1990,71.5
"Luxembourg",1990,75.2
"Macao, China",1990,75.36
"Macedonia, FYR",1990,71.7
"Madagascar",1990,56
"Malawi",1990,48.8
"Malaysia",1990,71.8
"Maldives",1990,66
"Mali",1990,50
"Malta",1990,77.1
"Mauritania",1990,59.5
"Mauritius",1990,69.3
"Mexico",1990,71.5
"Micronesia, Fed. Sts.",1990,64.3
"Moldova",1990,68.2
"Mongolia",1990,62.3
"Montenegro",1990,74.6
"Morocco",1990,67.7
"Mozambique",1990,51.5
"Namibia",1990,61.7
"Nepal",1990,58.4
"Netherlands",1990,77
"New Caledonia",1990,70.7
"New Zealand",1990,75.6
"Nicaragua",1990,73.3
"Niger",1990,47.2
"Nigeria",1990,54.1
"Norway",1990,76.6
"Oman",1990,72.1
"Pakistan",1990,62.1
"Panama",1990,74.9
"Papua New Guinea",1990,56
"Paraguay",1990,74.2
"Peru",1990,68.7
"Philippines",1990,67.6
"Poland",1990,70.9
"Portugal",1990,74.2
"Puerto Rico",1990,73.8
"Qatar",1990,74.5
"Romania",1990,70
"Russia",1990,69.2
"Rwanda",1990,50.5
"St. Lucia",1990,70.2
"St. Vincent and the Grenadines",1990,69.7
"Samoa",1990,69.1
"Saudi Arabia",1990,73.9
"Senegal",1990,57.8
"Serbia",1990,72.5
"Seychelles",1990,69.1
"Sierra Leone",1990,51.6
"Singapore",1990,74.9
"Slovak Republic",1990,71
"Slovenia",1990,73.7
"Solomon Islands",1990,60.1
"South Africa",1990,62
"Spain",1990,76.9
"Sri Lanka",1990,70.5
"Sudan",1990,58.9
"Suriname",1990,69.7
"Swaziland",1990,60.7
"Sweden",1990,77.6
"Switzerland",1990,77.5
"Syria",1990,70.5
"Tajikistan",1990,65.3
"Tanzania",1990,55.2
"Thailand",1990,71
"Timor-Leste",1990,58.5
"Togo",1990,57.8
"Tonga",1990,69.1
"Trinidad and Tobago",1990,69.1
"Tunisia",1990,71.8
"Turkey",1990,68.1
"Turkmenistan",1990,63.9
"Uganda",1990,50.7
"Ukraine",1990,70
"United Arab Emirates",1990,70.6
"United Kingdom",1990,75.7
"United States",1990,75.4
"Uruguay",1990,73
"Uzbekistan",1990,67.8
"Vanuatu",1990,61.9
"Venezuela",1990,72.5
"West Bank and Gaza",1990,71.8
"Vietnam",1990,69.3
"Yemen",1990,58.5
"Zambia",1990,51.9
"Zimbabwe",1990,63
"Albania",1991,73.4
"Algeria",1991,70.5
"Angola",1991,49.3
"Antigua and Barbuda",1991,73.6
"Argentina",1991,72.7
"Armenia",1991,69.7
"Aruba",1991,73.51
"Australia",1991,77.4
"Austria",1991,75.8
"Azerbaijan",1991,65.3
"Bahamas",1991,68.9
"Bahrain",1991,72
"Bangladesh",1991,56.4
"Barbados",1991,73.2
"Belarus",1991,70.1
"Belgium",1991,76.2
"Belize",1991,71.2
"Benin",1991,56.3
"Bhutan",1991,61.9
"Bolivia",1991,62.2
"Bosnia and Herzegovina",1991,72.7
"Botswana",1991,62
"Brazil",1991,68.1
"Brunei",1991,73.8
"Bulgaria",1991,71.3
"Burkina Faso",1991,51.4
"Burundi",1991,45.4
"Cambodia",1991,57.9
"Cameroon",1991,58.2
"Canada",1991,77.6
"Cape Verde",1991,68.6
"Central African Republic",1991,48.1
"Chad",1991,54.3
"Chile",1991,74.1
"China",1991,67
"Colombia",1991,71.1
"Comoros",1991,57.4
"Congo, Dem. Rep.",1991,54.4
"Congo, Rep.",1991,54.4
"Costa Rica",1991,76.5
"Cote d'Ivoire",1991,54.9
"Croatia",1991,71.9
"Cuba",1991,74.8
"Cyprus",1991,76.4
"Czech Republic",1991,72
"Denmark",1991,75.4
"Djibouti",1991,60.7
"Dominican Republic",1991,72.2
"Ecuador",1991,71.4
"Egypt",1991,65.4
"El Salvador",1991,68.1
"Equatorial Guinea",1991,48.7
"Eritrea",1991,53.4
"Estonia",1991,69.6
"Ethiopia",1991,46.9
"Fiji",1991,65.1
"Finland",1991,75.4
"France",1991,77.3
"French Polynesia",1991,69.01
"Gabon",1991,59.8
"Gambia",1991,61.5
"Georgia",1991,69.9
"Germany",1991,75.6
"Ghana",1991,58.4
"Greece",1991,77.1
"Greenland",1991,65.1
"Grenada",1991,70.2
"Guatemala",1991,64
"Guinea",1991,52.3
"Guinea-Bissau",1991,51.7
"Guyana",1991,64.3
"Haiti",1991,54.4
"Honduras",1991,70.3
"Hong Kong, China",1991,77.77
"Hungary",1991,69.2
"Iceland",1991,78.4
"India",1991,58.5
"Indonesia",1991,64.5
"Iran",1991,67.8
"Iraq",1991,63.9
"Ireland",1991,76.7
"Israel",1991,76.5
"Italy",1991,77
"Jamaica",1991,74.9
"Japan",1991,79.1
"Jordan",1991,71.9
"Kazakhstan",1991,67.6
"Kenya",1991,61.1
"Kiribati",1991,58.2
"South Korea",1991,72.2
"Kuwait",1991,64.4
"Kyrgyz Republic",1991,65.9
"Lao",1991,52
"Latvia",1991,69.1
"Lebanon",1991,71.9
"Lesotho",1991,60.6
"Liberia",1991,51.5
"Libya",1991,73.7
"Lithuania",1991,70.5
"Luxembourg",1991,75.5
"Macao, China",1991,75.61
"Macedonia, FYR",1991,71.7
"Madagascar",1991,56.2
"Malawi",1991,48.6
"Malaysia",1991,72
"Maldives",1991,66.7
"Mali",1991,50.5
"Malta",1991,77.3
"Mauritania",1991,60.2
"Mauritius",1991,69.6
"Mexico",1991,71.9
"Micronesia, Fed. Sts.",1991,64.5
"Moldova",1991,67.4
"Mongolia",1991,62.3
"Montenegro",1991,74.4
"Morocco",1991,68.1
"Mozambique",1991,51.7
"Namibia",1991,61.9
"Nepal",1991,59.1
"Netherlands",1991,77.2
"New Caledonia",1991,71.01
"New Zealand",1991,75.9
"Nicaragua",1991,73.7
"Niger",1991,47.9
"Nigeria",1991,54.3
"Norway",1991,77
"Oman",1991,72.5
"Pakistan",1991,62.2
"Panama",1991,75
"Papua New Guinea",1991,56
"Paraguay",1991,74.2
"Peru",1991,69.2
"Philippines",1991,67.9
"Poland",1991,70.7
"Portugal",1991,74.2
"Puerto Rico",1991,73.8
"Qatar",1991,74.4
"Romania",1991,70.5
"Russia",1991,69.1
"Rwanda",1991,49.3
"St. Lucia",1991,70.4
"St. Vincent and the Grenadines",1991,69.7
"Samoa",1991,69.1
"Saudi Arabia",1991,74.3
"Senegal",1991,58
"Serbia",1991,71.4
"Seychelles",1991,69.1
"Sierra Leone",1991,51.4
"Singapore",1991,75.6
"Slovak Republic",1991,71.1
"Slovenia",1991,73.6
"Solomon Islands",1991,60
"South Africa",1991,62.5
"Spain",1991,77
"Sri Lanka",1991,71.3
"Sudan",1991,59.2
"Suriname",1991,69.9
"Swaziland",1991,60.7
"Sweden",1991,77.7
"Switzerland",1991,77.6
"Syria",1991,71
"Tajikistan",1991,65.3
"Tanzania",1991,55.1
"Thailand",1991,71
"Timor-Leste",1991,59.2
"Togo",1991,57.8
"Tonga",1991,69.3
"Trinidad and Tobago",1991,69.3
"Tunisia",1991,72
"Turkey",1991,68.5
"Turkmenistan",1991,63.5
"Uganda",1991,50
"Ukraine",1991,69.4
"United Arab Emirates",1991,70.8
"United Kingdom",1991,76
"United States",1991,75.5
"Uruguay",1991,72.6
"Uzbekistan",1991,67.6
"Vanuatu",1991,62
"Venezuela",1991,72.4
"West Bank and Gaza",1991,72
"Vietnam",1991,69.6
"Yemen",1991,58.9
"Zambia",1991,50.7
"Zimbabwe",1991,62.7
"Albania",1992,73.6
"Algeria",1992,70.9
"Angola",1992,49.6
"Antigua and Barbuda",1992,73.5
"Argentina",1992,72.8
"Armenia",1992,68.8
"Aruba",1992,73.54
"Australia",1992,77.6
"Austria",1992,76
"Azerbaijan",1992,63.7
"Bahamas",1992,69.2
"Bahrain",1992,72.1
"Bangladesh",1992,59.7
"Barbados",1992,73.2
"Belarus",1992,69.6
"Belgium",1992,76.3
"Belize",1992,71.1
"Benin",1992,56.6
"Bhutan",1992,62.4
"Bolivia",1992,62.7
"Bosnia and Herzegovina",1992,68
"Botswana",1992,61.2
"Brazil",1992,68.3
"Brunei",1992,74
"Bulgaria",1992,71.2
"Burkina Faso",1992,51.3
"Burundi",1992,45.3
"Cambodia",1992,58.2
"Cameroon",1992,57.9
"Canada",1992,77.7
"Cape Verde",1992,68.6
"Central African Republic",1992,48
"Chad",1992,53.9
"Chile",1992,75
"China",1992,67.2
"Colombia",1992,71.1
"Comoros",1992,57.8
"Congo, Dem. Rep.",1992,54.3
"Congo, Rep.",1992,54.4
"Costa Rica",1992,76.6
"Cote d'Ivoire",1992,54.4
"Croatia",1992,72.3
"Cuba",1992,74.7
"Cyprus",1992,76.7
"Czech Republic",1992,72.3
"Denmark",1992,75.4
"Djibouti",1992,60.4
"Dominican Republic",1992,72.5
"Ecuador",1992,71.7
"Egypt",1992,66.1
"El Salvador",1992,68.9
"Equatorial Guinea",1992,48.7
"Eritrea",1992,54.9
"Estonia",1992,69.3
"Ethiopia",1992,47.8
"Fiji",1992,65
"Finland",1992,75.7
"France",1992,77.6
"French Polynesia",1992,69.33
"Gabon",1992,60.2
"Gambia",1992,61.5
"Georgia",1992,69.4
"Germany",1992,76
"Ghana",1992,58.7
"Greece",1992,77.1
"Greenland",1992,65.5
"Grenada",1992,70.2
"Guatemala",1992,63.8
"Guinea",1992,52.5
"Guinea-Bissau",1992,51.8
"Guyana",1992,64.5
"Haiti",1992,54.9
"Honduras",1992,70.1
"Hong Kong, China",1992,78.01
"Hungary",1992,69.1
"Iceland",1992,78.6
"India",1992,58.8
"Indonesia",1992,64.9
"Iran",1992,68.5
"Iraq",1992,65.4
"Ireland",1992,76.8
"Israel",1992,76.3
"Italy",1992,77.3
"Jamaica",1992,74.9
"Japan",1992,79.3
"Jordan",1992,72.2
"Kazakhstan",1992,67.1
"Kenya",1992,60.3
"Kiribati",1992,58.4
"South Korea",1992,72.7
"Kuwait",1992,80
"Kyrgyz Republic",1992,65.6
"Lao",1992,52.4
"Latvia",1992,68.4
"Lebanon",1992,72.2
"Lesotho",1992,60.4
"Liberia",1992,51.8
"Libya",1992,73.8
"Lithuania",1992,70.3
"Luxembourg",1992,75.8
"Macao, China",1992,75.86
"Macedonia, FYR",1992,71.6
"Madagascar",1992,56.4
"Malawi",1992,48.3
"Malaysia",1992,72.2
"Maldives",1992,67.3
"Mali",1992,50.8
"Malta",1992,77.5
"Mauritania",1992,60.4
"Mauritius",1992,69.7
"Mexico",1992,72.1
"Micronesia, Fed. Sts.",1992,64.7
"Moldova",1992,67.6
"Mongolia",1992,62.2
"Montenegro",1992,74.2
"Morocco",1992,68.4
"Mozambique",1992,52.1
"Namibia",1992,62
"Nepal",1992,60
"Netherlands",1992,77.3
"New Caledonia",1992,71.31
"New Zealand",1992,76.2
"Nicaragua",1992,73.6
"Niger",1992,48.2
"Nigeria",1992,54.4
"Norway",1992,77.1
"Oman",1992,72.9
"Pakistan",1992,62.1
"Panama",1992,75
"Papua New Guinea",1992,56.2
"Paraguay",1992,74.1
"Peru",1992,69.5
"Philippines",1992,68.2
"Poland",1992,71.1
"Portugal",1992,74.6
"Puerto Rico",1992,73.7
"Qatar",1992,74.5
"Romania",1992,70
"Russia",1992,68
"Rwanda",1992,48
"St. Lucia",1992,70.5
"St. Vincent and the Grenadines",1992,69.7
"Samoa",1992,69.5
"Saudi Arabia",1992,74.6
"Senegal",1992,58
"Serbia",1992,72.4
"Seychelles",1992,69.2
"Sierra Leone",1992,51.9
"Singapore",1992,76
"Slovak Republic",1992,71.4
"Slovenia",1992,73.8
"Solomon Islands",1992,60.4
"South Africa",1992,62.4
"Spain",1992,77.4
"Sri Lanka",1992,72
"Sudan",1992,59.4
"Suriname",1992,69.8
"Swaziland",1992,61
"Sweden",1992,78.1
"Switzerland",1992,77.9
"Syria",1992,71.8
"Tajikistan",1992,62.6
"Tanzania",1992,54.7
"Thailand",1992,70.9
"Timor-Leste",1992,59.9
"Togo",1992,57.9
"Tonga",1992,69.4
"Trinidad and Tobago",1992,69.2
"Tunisia",1992,72.2
"Turkey",1992,69.2
"Turkmenistan",1992,63.5
"Uganda",1992,49.6
"Ukraine",1992,68.8
"United Arab Emirates",1992,71.1
"United Kingdom",1992,76.2
"United States",1992,75.8
"Uruguay",1992,73.2
"Uzbekistan",1992,67.3
"Vanuatu",1992,62.1
"Venezuela",1992,72.4
"West Bank and Gaza",1992,72.4
"Vietnam",1992,69.8
"Yemen",1992,59.3
"Zambia",1992,49.6
"Zimbabwe",1992,61.4
"Albania",1993,73.6
"Algeria",1993,71.2
"Angola",1993,48.4
"Antigua and Barbuda",1993,73.4
"Argentina",1993,73.1
"Armenia",1993,68.3
"Aruba",1993,73.57
"Australia",1993,77.9
"Austria",1993,76.2
"Azerbaijan",1993,64
"Bahamas",1993,69.7
"Bahrain",1993,72.5
"Bangladesh",1993,60.5
"Barbados",1993,73.1
"Belarus",1993,68.9
"Belgium",1993,76.5
"Belize",1993,70.8
"Benin",1993,56.9
"Bhutan",1993,62.8
"Bolivia",1993,63.2
"Bosnia and Herzegovina",1993,68.3
"Botswana",1993,60.1
"Brazil",1993,68.5
"Brunei",1993,74.2
"Bulgaria",1993,71.1
"Burkina Faso",1993,51.3
"Burundi",1993,45.1
"Cambodia",1993,58.1
"Cameroon",1993,57.4
"Canada",1993,77.8
"Cape Verde",1993,68.4
"Central African Republic",1993,47.5
"Chad",1993,54
"Chile",1993,75.2
"China",1993,67.5
"Colombia",1993,71.4
"Comoros",1993,58.2
"Congo, Dem. Rep.",1993,54.3
"Congo, Rep.",1993,53.5
"Costa Rica",1993,76.6
"Cote d'Ivoire",1993,53.7
"Croatia",1993,72.9
"Cuba",1993,74.7
"Cyprus",1993,76.8
"Czech Republic",1993,72.7
"Denmark",1993,75.4
"Djibouti",1993,60.7
"Dominican Republic",1993,72.5
"Ecuador",1993,71.8
"Egypt",1993,66.4
"El Salvador",1993,69.3
"Equatorial Guinea",1993,48.6
"Eritrea",1993,56.2
"Estonia",1993,68.2
"Ethiopia",1993,48.4
"Fiji",1993,64.8
"Finland",1993,76
"France",1993,77.7
"French Polynesia",1993,69.68
"Gabon",1993,60.1
"Gambia",1993,62
"Georgia",1993,69.2
"Germany",1993,76.1
"Ghana",1993,59.5
"Greece",1993,77.5
"Greenland",1993,65.9
"Grenada",1993,70
"Guatemala",1993,64.2
"Guinea",1993,53
"Guinea-Bissau",1993,52
"Guyana",1993,64.4
"Haiti",1993,54.7
"Honduras",1993,69.9
"Hong Kong, China",1993,78.25
"Hungary",1993,69.2
"Iceland",1993,78.8
"India",1993,59.1
"Indonesia",1993,65.3
"Iran",1993,69.1
"Iraq",1993,65.4
"Ireland",1993,76.9
"Israel",1993,76.9
"Italy",1993,77.6
"Jamaica",1993,74.8
"Japan",1993,79.4
"Jordan",1993,72.2
"Kazakhstan",1993,65.3
"Kenya",1993,59.5
"Kiribati",1993,58.4
"South Korea",1993,73.1
"Kuwait",1993,78.7
"Kyrgyz Republic",1993,65.3
"Lao",1993,52.8
"Latvia",1993,66.7
"Lebanon",1993,72.5
"Lesotho",1993,60.1
"Liberia",1993,50.1
"Libya",1993,74.2
"Lithuania",1993,69.1
"Luxembourg",1993,76.2
"Macao, China",1993,76.1
"Macedonia, FYR",1993,71.5
"Madagascar",1993,56.3
"Malawi",1993,48
"Malaysia",1993,72.4
"Maldives",1993,67.9
"Mali",1993,51.2
"Malta",1993,77.9
"Mauritania",1993,60.7
"Mauritius",1993,69.8
"Mexico",1993,72.4
"Micronesia, Fed. Sts.",1993,64.9
"Moldova",1993,67.4
"Mongolia",1993,62
"Montenegro",1993,73.9
"Morocco",1993,68.6
"Mozambique",1993,52.3
"Namibia",1993,62
"Nepal",1993,60.2
"Netherlands",1993,77.2
"New Caledonia",1993,71.6
"New Zealand",1993,76.5
"Nicaragua",1993,73.9
"Niger",1993,48.6
"Nigeria",1993,54.5
"Norway",1993,77.5
"Oman",1993,73.3
"Pakistan",1993,62
"Panama",1993,75.2
"Papua New Guinea",1993,56.4
"Paraguay",1993,74.1
"Peru",1993,70
"Philippines",1993,68.3
"Poland",1993,71.7
"Portugal",1993,74.7
"Puerto Rico",1993,73.8
"Qatar",1993,74.5
"Romania",1993,69.8
"Russia",1993,65.2
"Rwanda",1993,46.7
"St. Lucia",1993,70.7
"St. Vincent and the Grenadines",1993,69.7
"Samoa",1993,69.7
"Saudi Arabia",1993,74.9
"Senegal",1993,58.2
"Serbia",1993,72.3
"Seychelles",1993,69.3
"Sierra Leone",1993,52.1
"Singapore",1993,76.2
"Slovak Republic",1993,71.9
"Slovenia",1993,73.9
"Solomon Islands",1993,60.6
"South Africa",1993,63
"Spain",1993,77.6
"Sri Lanka",1993,72.9
"Sudan",1993,59.5
"Suriname",1993,69.7
"Swaziland",1993,61.3
"Sweden",1993,78.3
"Switzerland",1993,78.3
"Syria",1993,72
"Tajikistan",1993,64.2
"Tanzania",1993,54.5
"Thailand",1993,70.8
"Timor-Leste",1993,60.6
"Togo",1993,57.8
"Tonga",1993,69.5
"Trinidad and Tobago",1993,69.3
"Tunisia",1993,72.2
"Turkey",1993,69.7
"Turkmenistan",1993,63.5
"Uganda",1993,49
"Ukraine",1993,68.3
"United Arab Emirates",1993,71.3
"United Kingdom",1993,76.3
"United States",1993,75.7
"Uruguay",1993,73.2
"Uzbekistan",1993,67
"Vanuatu",1993,62.2
"Venezuela",1993,72.5
"West Bank and Gaza",1993,72.8
"Vietnam",1993,70.1
"Yemen",1993,59.6
"Zambia",1993,48.6
"Zimbabwe",1993,59.8
"Albania",1994,73.6
"Algeria",1994,71.4
"Angola",1994,50
"Antigua and Barbuda",1994,73.4
"Argentina",1994,73.4
"Armenia",1994,68.6
"Aruba",1994,73.6
"Australia",1994,78.1
"Austria",1994,76.5
"Azerbaijan",1994,63.5
"Bahamas",1994,69.5
"Bahrain",1994,72.9
"Bangladesh",1994,61.2
"Barbados",1994,73
"Belarus",1994,68.6
"Belgium",1994,76.6
"Belize",1994,70.6
"Benin",1994,56.8
"Bhutan",1994,63.1
"Bolivia",1994,63.8
"Bosnia and Herzegovina",1994,71.1
"Botswana",1994,58.6
"Brazil",1994,68.8
"Brunei",1994,74.4
"Bulgaria",1994,70.9
"Burkina Faso",1994,51.3
"Burundi",1994,45
"Cambodia",1994,58
"Cameroon",1994,57
"Canada",1994,77.9
"Cape Verde",1994,68.3
"Central African Republic",1994,47.2
"Chad",1994,53.6
"Chile",1994,75.3
"China",1994,67.9
"Colombia",1994,71.6
"Comoros",1994,58.5
"Congo, Dem. Rep.",1994,54.3
"Congo, Rep.",1994,53.2
"Costa Rica",1994,76.7
"Cote d'Ivoire",1994,53.2
"Croatia",1994,73.4
"Cuba",1994,74.8
"Cyprus",1994,76.4
"Czech Republic",1994,73
"Denmark",1994,75.4
"Djibouti",1994,60
"Dominican Republic",1994,72.5
"Ecuador",1994,72.2
"Egypt",1994,66.7
"El Salvador",1994,69.6
"Equatorial Guinea",1994,48.5
"Eritrea",1994,57
"Estonia",1994,66.3
"Ethiopia",1994,48.8
"Fiji",1994,64.7
"Finland",1994,76.4
"France",1994,78
"French Polynesia",1994,70.05
"Gabon",1994,59.9
"Gambia",1994,62.3
"Georgia",1994,70.2
"Germany",1994,76.4
"Ghana",1994,59.6
"Greece",1994,77.7
"Greenland",1994,66.3
"Grenada",1994,70.4
"Guatemala",1994,64.6
"Guinea",1994,53.1
"Guinea-Bissau",1994,52.2
"Guyana",1994,64.5
"Haiti",1994,55.4
"Honduras",1994,70.1
"Hong Kong, China",1994,78.48
"Hungary",1994,69.5
"Iceland",1994,79.1
"India",1994,59.5
"Indonesia",1994,65.7
"Iran",1994,69.6
"Iraq",1994,65.4
"Ireland",1994,77.3
"Israel",1994,77.1
"Italy",1994,77.8
"Jamaica",1994,74.8
"Japan",1994,79.8
"Jordan",1994,72.4
"Kazakhstan",1994,64.6
"Kenya",1994,58.7
"Kiribati",1994,58.7
"South Korea",1994,73.6
"Kuwait",1994,77.6
"Kyrgyz Republic",1994,65
"Lao",1994,53.2
"Latvia",1994,65.7
"Lebanon",1994,73
"Lesotho",1994,59.2
"Liberia",1994,48.9
"Libya",1994,74.4
"Lithuania",1994,68.7
"Luxembourg",1994,76.5
"Macao, China",1994,76.33
"Macedonia, FYR",1994,71.7
"Madagascar",1994,56.8
"Malawi",1994,47.4
"Malaysia",1994,72.4
"Maldives",1994,68.6
"Mali",1994,51.2
"Malta",1994,78.2
"Mauritania",1994,60.7
"Mauritius",1994,70
"Mexico",1994,72.7
"Micronesia, Fed. Sts.",1994,65.1
"Moldova",1994,65.8
"Mongolia",1994,62
"Montenegro",1994,73.7
"Morocco",1994,69.1
"Mozambique",1994,52.6
"Namibia",1994,61.5
"Nepal",1994,61
"Netherlands",1994,77.5
"New Caledonia",1994,71.89
"New Zealand",1994,76.7
"Nicaragua",1994,74.1
"Niger",1994,49.1
"Nigeria",1994,54.9
"Norway",1994,77.7
"Oman",1994,73.6
"Pakistan",1994,61.9
"Panama",1994,75.2
"Papua New Guinea",1994,56.7
"Paraguay",1994,74
"Peru",1994,70.5
"Philippines",1994,68.6
"Poland",1994,71.7
"Portugal",1994,75.5
"Puerto Rico",1994,73.1
"Qatar",1994,74.4
"Romania",1994,69.5
"Russia",1994,63.8
"Rwanda",1994,13.2
"St. Lucia",1994,70.9
"St. Vincent and the Grenadines",1994,69.6
"Samoa",1994,69.8
"Saudi Arabia",1994,75.1
"Senegal",1994,58.2
"Serbia",1994,72.1
"Seychelles",1994,69.6
"Sierra Leone",1994,51.6
"Singapore",1994,76.3
"Slovak Republic",1994,72.3
"Slovenia",1994,74.2
"Solomon Islands",1994,60.9
"South Africa",1994,62.8
"Spain",1994,77.8
"Sri Lanka",1994,72.8
"Sudan",1994,60.2
"Suriname",1994,69.8
"Swaziland",1994,60.7
"Sweden",1994,78.5
"Switzerland",1994,78.4
"Syria",1994,72.3
"Tajikistan",1994,64.1
"Tanzania",1994,54
"Thailand",1994,70.6
"Timor-Leste",1994,61.3
"Togo",1994,57.6
"Tonga",1994,69.5
"Trinidad and Tobago",1994,69.2
"Tunisia",1994,72.5
"Turkey",1994,69.8
"Turkmenistan",1994,63.4
"Uganda",1994,48.5
"Ukraine",1994,67.5
"United Arab Emirates",1994,71.6
"United Kingdom",1994,76.6
"United States",1994,75.8
"Uruguay",1994,73.3
"Uzbekistan",1994,66.7
"Vanuatu",1994,62.2
"Venezuela",1994,72.4
"West Bank and Gaza",1994,73.3
"Vietnam",1994,70.3
"Yemen",1994,59.7
"Zambia",1994,47.7
"Zimbabwe",1994,58.2
"Albania",1995,73.7
"Algeria",1995,71.6
"Angola",1995,50.9
"Antigua and Barbuda",1995,73.5
"Argentina",1995,73.5
"Armenia",1995,69.1
"Aruba",1995,73.62
"Australia",1995,78.3
"Austria",1995,76.8
"Azerbaijan",1995,64.6
"Bahamas",1995,69.7
"Bahrain",1995,73
"Bangladesh",1995,61.6
"Barbados",1995,73.3
"Belarus",1995,68.2
"Belgium",1995,76.9
"Belize",1995,70.5
"Benin",1995,56.7
"Bhutan",1995,63.8
"Bolivia",1995,64.4
"Bosnia and Herzegovina",1995,67
"Botswana",1995,56.8
"Brazil",1995,69
"Brunei",1995,74.7
"Bulgaria",1995,71
"Burkina Faso",1995,51.3
"Burundi",1995,44.5
"Cambodia",1995,58.1
"Cameroon",1995,56.5
"Canada",1995,78
"Cape Verde",1995,68.3
"Central African Republic",1995,46.7
"Chad",1995,53.6
"Chile",1995,75.4
"China",1995,68.4
"Colombia",1995,72
"Comoros",1995,58.9
"Congo, Dem. Rep.",1995,54
"Congo, Rep.",1995,52.6
"Costa Rica",1995,76.8
"Cote d'Ivoire",1995,52.5
"Croatia",1995,73
"Cuba",1995,75
"Cyprus",1995,76.7
"Czech Republic",1995,73.4
