"country","year","population"
"Vanuatu",1989,142852
"Venezuela",1989,19388262
"West Bank and Gaza",1989,2019486
"Vietnam",1989,66757401
"Yemen",1989,11426912
"Zambia",1989,7921028
"Zimbabwe",1989,10184966
"Albania",1990,3281453
"Algeria",1990,25912364
"Angola",1990,11127870
"Antigua and Barbuda",1990,61906
"Argentina",1990,32729740
"Armenia",1990,3544695
"Aruba",1990,62148
"Australia",1990,17096869
"Austria",1990,7706571
"Azerbaijan",1990,7216503
"Bahamas",1990,256338
"Bahrain",1990,495944
"Bangladesh",1990,105983136
"Barbados",1990,260374
"Belarus",1990,10231983
"Belgium",1990,9978241
"Belize",1990,187552
"Benin",1990,5001271
"Bhutan",1990,535505
"Bolivia",1990,6856246
"Bosnia and Herzegovina",1990,4526996
"Botswana",1990,1379814
"Brazil",1990,150393143
"Brunei",1990,256939
"Bulgaria",1990,8821111
"Burkina Faso",1990,8811033
"Burundi",1990,5613141
"Cambodia",1990,9008856
"Cameroon",1990,12070359
"Canada",1990,27662440
"Cape Verde",1990,341256
"Central African Republic",1990,2937832
"Chad",1990,5958022
"Chile",1990,13141202
"China",1990,1154605773
"Colombia",1990,34271563
"Comoros",1990,415144
"Congo, Dem. Rep.",1990,34962676
"Congo, Rep.",1990,2386467
"Costa Rica",1990,3095994
"Cote d'Ivoire",1990,12165909
"Croatia",1990,4776374
"Cuba",1990,10582082
"Cyprus",1990,766611
"Czech Republic",1990,10323701
"Denmark",1990,5140332
"Djibouti",1990,588356
"Dominican Republic",1990,7183646
"Ecuador",1990,10218085
"Egypt",1990,56397273
"El Salvador",1990,5252082
"Equatorial Guinea",1990,377363
"Eritrea",1990,3139083
"Estonia",1990,1565320
"Ethiopia",1990,48057094
"Fiji",1990,728626
"Finland",1990,4986705
"France",1990,56943299
"French Polynesia",1990,198370
"Gabon",1990,952269
"Gambia",1990,916811
"Georgia",1990,5460309
"Germany",1990,78958237
"Ghana",1990,14628260
"Greece",1990,10131737
"Greenland",1990,55603
"Grenada",1990,96286
"Guatemala",1990,9158547
"Guinea",1990,6034082
"Guinea-Bissau",1990,1056208
"Guyana",1990,720282
"Haiti",1990,7099733
"Honduras",1990,4903363
"Hong Kong, China",1990,5794034
"Hungary",1990,10385061
"Iceland",1990,254830
"India",1990,870601776
"Indonesia",1990,181436821
"Iran",1990,56169196
"Iraq",1990,17478455
"Ireland",1990,3563106
"Israel",1990,4499161
"Italy",1990,57007577
"Jamaica",1990,2385806
"Japan",1990,122249285
"Jordan",1990,3358453
"Kazakhstan",1990,16530027
"Kenya",1990,23446229
"Kiribati",1990,72411
"South Korea",1990,42972254
"Kuwait",1990,2058832
"Kyrgyz Republic",1990,4394502
"Lao",1990,4247839
"Latvia",1990,2663985
"Lebanon",1990,2703019
"Lesotho",1990,1597534
"Liberia",1990,2102877
"Libya",1990,4398419
"Lithuania",1990,3697393
"Luxembourg",1990,381787
"Macao, China",1990,359735
"Macedonia, FYR",1990,1996227
"Madagascar",1990,11545782
"Malawi",1990,9408998
"Malaysia",1990,18211097
"Maldives",1990,223179
"Mali",1990,8482075
"Malta",1990,355707
"Mauritania",1990,2023665
"Mauritius",1990,1055865
"Mexico",1990,85609404
"Micronesia, Fed. Sts.",1990,96331
"Moldova",1990,4364114
"Mongolia",1990,2184145
"Montenegro",1990,614999
"Morocco",1990,24950128
"Mozambique",1990,13371971
"Namibia",1990,1415447
"Nepal",1990,18741688
"Netherlands",1990,14915139
"New Caledonia",1990,168537
"New Zealand",1990,3397534
"Nicaragua",1990,4144564
"Niger",1990,7911884
"Nigeria",1990,95617345
"Norway",1990,4240375
"Oman",1990,1812159
"Pakistan",1990,107607639
"Panama",1990,2471010
"Papua New Guinea",1990,4157903
"Paraguay",1990,4213740
"Peru",1990,21826658
"Philippines",1990,61947340
"Poland",1990,38195258
"Portugal",1990,9890319
"Puerto Rico",1990,3517984
"Qatar",1990,476478
"Romania",1990,23489361
"Russia",1990,147568552
"Rwanda",1990,7259740
"St. Lucia",1990,138180
"St. Vincent and the Grenadines",1990,107509
"Samoa",1990,162865
"Saudi Arabia",1990,16361453
"Senegal",1990,7514201
"Serbia",1990,9517670
"Seychelles",1990,70627
"Sierra Leone",1990,3931208
"Singapore",1990,3016400
"Slovak Republic",1990,5277709
"Slovenia",1990,2006520
"Solomon Islands",1990,311849
"South Africa",1990,36793490
"Spain",1990,39192055
"Sri Lanka",1990,17330817
"Sudan",1990,20008804
"Suriname",1990,408276
"Swaziland",1990,862728
"Sweden",1990,8559107
"Switzerland",1990,6673920
"Syria",1990,12451539
"Tajikistan",1990,5297286
"Tanzania",1990,25458208
"Thailand",1990,56582824
"Timor-Leste",1990,740231
"Togo",1990,3786942
"Tonga",1990,95152
"Trinidad and Tobago",1990,1221904
"Tunisia",1990,8232797
"Turkey",1990,53994605
"Turkmenistan",1990,3668000
"Uganda",1990,17384369
"Ukraine",1990,51370009
"United Arab Emirates",1990,1811458
"United Kingdom",1990,57110117
"United States",1990,252847810
"Uruguay",1990,3109987
"Uzbekistan",1990,20515248
"Vanuatu",1990,146633
"Venezuela",1990,19861959
"West Bank and Gaza",1990,2101156
"Vietnam",1990,68209604
"Yemen",1990,11961099
"Zambia",1990,8143142
"Zimbabwe",1990,10484771
"Albania",1991,3275438
"Algeria",1991,26554277
"Angola",1991,11472173
"Antigua and Barbuda",1991,62412
"Argentina",1991,33193920
"Armenia",1991,3511912
"Aruba",1991,64623
"Australia",1991,17325818
"Austria",1991,7755143
"Azerbaijan",1991,7332519
"Bahamas",1991,261117
"Bahrain",1991,509654
"Bangladesh",1991,108509679
"Barbados",1991,261281
"Belarus",1991,10241137
"Belgium",1991,10011217
"Belize",1991,191127
"Benin",1991,5182525
"Bhutan",1991,534678
"Bolivia",1991,6992521
"Bosnia and Herzegovina",1991,4437898
"Botswana",1991,1420098
"Brazil",1991,152916852
"Brunei",1991,264365
"Bulgaria",1991,8745408
"Burkina Faso",1991,9050090
"Burundi",1991,5759429
"Cambodia",1991,9323607
"Cameroon",1991,12430311
"Canada",1991,28014102
"Cape Verde",1991,349326
"Central African Republic",1991,3010950
"Chad",1991,6151213
"Chile",1991,13354054
"China",1991,1172327831
"Colombia",1991,34916770
"Comoros",1991,427556
"Congo, Dem. Rep.",1991,36309209
"Congo, Rep.",1991,2450125
"Costa Rica",1991,3175654
"Cote d'Ivoire",1991,12600967
"Croatia",1991,4760003
"Cuba",1991,10664577
"Cyprus",1991,783138
"Czech Republic",1991,10328440
"Denmark",1991,5154309
"Djibouti",1991,610679
"Dominican Republic",1991,7325622
"Ecuador",1991,10460988
"Egypt",1991,57689828
"El Salvador",1991,5321576
"Equatorial Guinea",1991,390381
"Eritrea",1991,3160644
"Estonia",1991,1548287
"Ethiopia",1991,49784987
"Fiji",1991,735469
"Finland",1991,5009381
"France",1991,57226524
"French Polynesia",1991,202020
"Gabon",1991,978252
"Gambia",1991,949490
"Georgia",1991,5418449
"Germany",1991,79483739
"Ghana",1991,15042736
"Greece",1991,10217782
"Greenland",1991,55786
"Grenada",1991,96455
"Guatemala",1991,9385000
"Guinea",1991,6367110
"Guinea-Bissau",1991,1080191
"Guyana",1991,717502
"Haiti",1991,7243391
"Honduras",1991,5041050
"Hong Kong, China",1991,5857335
"Hungary",1991,10370223
"Iceland",1991,257387
"India",1991,888513869
"Indonesia",1991,184614740
"Iran",1991,57288039
"Iraq",1991,17952909
"Ireland",1991,3570140
"Israel",1991,4641600
"Italy",1991,57029614
"Jamaica",1991,2403082
"Japan",1991,122702527
"Jordan",1991,3538663
"Kazakhstan",1991,16514269
"Kenya",1991,24234087
"Kiribati",1991,73698
"South Korea",1991,43358716
"Kuwait",1991,2007110
"Kyrgyz Republic",1991,4441780
"Lao",1991,4371549
"Latvia",1991,2645056
"Lebanon",1991,2752473
"Lesotho",1991,1627900
"Liberia",1991,2066060
"Libya",1991,4499210
"Lithuania",1991,3699352
"Luxembourg",1991,386355
"Macao, China",1991,369484
"Macedonia, FYR",1991,1988458
"Madagascar",1991,11898267
"Malawi",1991,9604199
"Malaysia",1991,18709835
"Maldives",1991,229686
"Mali",1991,8672581
"Malta",1991,359113
"Mauritania",1991,2080782
"Mauritius",1991,1068435
"Mexico",1991,87347208
"Micronesia, Fed. Sts.",1991,98800
"Moldova",1991,4373582
"Mongolia",1991,2217920
"Montenegro",1991,615743
"Morocco",1991,25410178
"Mozambique",1991,13719853
"Namibia",1991,1466152
"Nepal",1991,19237322
"Netherlands",1991,15019184
"New Caledonia",1991,172274
"New Zealand",1991,3445596
"Nicaragua",1991,4236805
"Niger",1991,8168834
"Nigeria",1991,98085436
"Norway",1991,4262367
"Oman",1991,1892345
"Pakistan",1991,110634399
"Panama",1991,2522901
"Papua New Guinea",1991,4261933
"Paraguay",1991,4323402
"Peru",1991,22283130
"Philippines",1991,63509940
"Poland",1991,38297549
"Portugal",1991,9909574
"Puerto Rico",1991,3551582
"Qatar",1991,485114
"Romania",1991,23454143
"Russia",1991,148040354
"Rwanda",1991,7071393
"St. Lucia",1991,140159
"St. Vincent and the Grenadines",1991,107811
"Samoa",1991,164073
"Saudi Arabia",1991,16890555
"Senegal",1991,7749559
"Serbia",1991,9603621
"Seychelles",1991,71496
"Sierra Leone",1991,3945899
"Singapore",1991,3100091
"Slovak Republic",1991,5298080
"Slovenia",1991,2007918
"Solomon Islands",1991,320764
"South Africa",1991,37692367
"Spain",1991,39287043
"Sri Lanka",1991,17540762
"Sudan",1991,20861117
"Suriname",1991,416068
"Swaziland",1991,887248
"Sweden",1991,8616535
"Switzerland",1991,6739995
"Syria",1991,12817578
"Tajikistan",1991,5417554
"Tanzania",1991,26307482
"Thailand",1991,57225972
"Timor-Leste",1991,764884
"Togo",1991,3886858
"Tonga",1991,95304
"Trinidad and Tobago",1991,1229906
"Tunisia",1991,8417689
"Turkey",1991,54909508
"Turkmenistan",1991,3772350
"Uganda",1991,17973428
"Ukraine",1991,51360720
"United Arab Emirates",1991,1913190
"United Kingdom",1991,57264600
"United States",1991,255367160
"Uruguay",1991,3132048
"Uzbekistan",1991,20970307
"Vanuatu",1991,150779
"Venezuela",1991,20332247
"West Bank and Gaza",1991,2190716
"Vietnam",1991,69670620
"Yemen",1991,12571240
"Zambia",1991,8361381
"Zimbabwe",1991,10763036
"Albania",1992,3240613
"Algeria",1992,27180921
"Angola",1992,11848971
"Antigua and Barbuda",1992,63434
"Argentina",1992,33655149
"Armenia",1992,3449497
"Aruba",1992,68235
"Australia",1992,17538387
"Austria",1992,7813393
"Azerbaijan",1992,7450920
"Bahamas",1992,266133
"Bahrain",1992,522748
"Bangladesh",1992,110987459
"Barbados",1992,262184
"Belarus",1992,10234863
"Belgium",1992,10050405
"Belize",1992,194321
"Benin",1992,5378226
"Bhutan",1992,528085
"Bolivia",1992,7131699
"Bosnia and Herzegovina",1992,4301169
"Botswana",1992,1460453
"Brazil",1992,155379009
"Brunei",1992,271989
"Bulgaria",1992,8653527
"Burkina Faso",1992,9297116
"Burundi",1992,5895131
"Cambodia",1992,9659238
"Cameroon",1992,12796739
"Canada",1992,28353843
"Cape Verde",1992,358473
"Central African Republic",1992,3089141
"Chad",1992,6350174
"Chile",1992,13566942
"China",1992,1188450231
"Colombia",1992,35558683
"Comoros",1992,440252
"Congo, Dem. Rep.",1992,37783835
"Congo, Rep.",1992,2514907
"Costa Rica",1992,3257463
"Cote d'Ivoire",1992,13046907
"Croatia",1992,4732864
"Cuba",1992,10735775
"Cyprus",1992,800660
"Czech Republic",1992,10333930
"Denmark",1992,5171304
"Djibouti",1992,627063
"Dominican Republic",1992,7468551
"Ecuador",1992,10705670
"Egypt",1992,58922018
"El Salvador",1992,5392142
"Equatorial Guinea",1992,404081
"Eritrea",1992,3160617
"Estonia",1992,1520879
"Ethiopia",1992,51602776
"Fiji",1992,744534
"Finland",1992,5034898
"France",1992,57495252
"French Polynesia",1992,205269
"Gabon",1992,1004598
"Gambia",1992,979701
"Georgia",1992,5345624
"Germany",1992,80075940
"Ghana",1992,15471527
"Greece",1992,10321044
"Greenland",1992,55854
"Grenada",1992,97201
"Guatemala",1992,9619113
"Guinea",1992,6751394
"Guinea-Bissau",1992,1104708
"Guyana",1992,717621
"Haiti",1992,7386974
"Honduras",1992,5179557
"Hong Kong, China",1992,5914576
"Hungary",1992,10364661
"Iceland",1992,259895
"India",1992,906461358
"Indonesia",1992,187762097
"Iran",1992,58130099
"Iraq",1992,18468521
"Ireland",1992,3582342
"Israel",1992,4806983
"Italy",1992,57062760
"Jamaica",1992,2422783
"Japan",1992,123180357
"Jordan",1992,3743944
"Kazakhstan",1992,16433379
"Kenya",1992,25029754
"Kiribati",1992,74773
"South Korea",1992,43708170
"Kuwait",1992,1909096
"Kyrgyz Republic",1992,4477038
"Lao",1992,4496971
"Latvia",1992,2611306
"Lebanon",1992,2821868
"Lesotho",1992,1660360
"Liberia",1992,2028672
"Libya",1992,4596811
"Lithuania",1992,3690788
"Luxembourg",1992,391400
"Macao, China",1992,377799
"Macedonia, FYR",1992,1977033
"Madagascar",1992,12263899
"Malawi",1992,9682918
"Malaysia",1992,19204700
"Maldives",1992,236053
"Mali",1992,8891141
"Malta",1992,362492
"Mauritania",1992,2140250
"Mauritius",1992,1082958
"Mexico",1992,89110043
"Micronesia, Fed. Sts.",1992,101412
"Moldova",1992,4375312
"Mongolia",1992,2243506
"Montenegro",1992,617174
"Morocco",1992,25866445
"Mozambique",1992,14203987
"Namibia",1992,1513689
"Nepal",1992,19765570
"Netherlands",1992,15128288
"New Caledonia",1992,176310
"New Zealand",1992,3502765
"Nicaragua",1992,4331273
"Niger",1992,8442330
"Nigeria",1992,100592458
"Norway",1992,4285504
"Oman",1992,1979914
"Pakistan",1992,113616165
"Panama",1992,2575330
"Papua New Guinea",1992,4369407
"Paraguay",1992,4432738
"Peru",1992,22737056
"Philippines",1992,65078901
"Poland",1992,38396826
"Portugal",1992,9943197
"Puerto Rico",1992,3586848
"Qatar",1992,489668
"Romania",1992,23373155
"Russia",1992,148322473
"Rwanda",1992,6712924
"St. Lucia",1992,141934
"St. Vincent and the Grenadines",1992,108001
"Samoa",1992,165568
"Saudi Arabia",1992,17398523
"Senegal",1992,7990736
"Serbia",1992,9702958
"Seychelles",1992,72706
"Sierra Leone",1992,3929182
"Singapore",1992,3193042
"Slovak Republic",1992,5317480
"Slovenia",1992,2005535
"Solomon Islands",1992,329984
"South Africa",1992,38646788
"Spain",1992,39397403
"Sri Lanka",1992,17741793
"Sudan",1992,21820588
"Suriname",1992,423572
"Swaziland",1992,907947
"Sweden",1992,8677787
"Switzerland",1992,6814186
"Syria",1992,13186187
"Tajikistan",1992,5523207
"Tanzania",1992,27203865
"Thailand",1992,57761574
"Timor-Leste",1992,792846
"Togo",1992,3984356
"Tonga",1992,95421
"Trinidad and Tobago",1992,1237486
"Tunisia",1992,8603226
"Turkey",1992,55811134
"Turkmenistan",1992,3881973
"Uganda",1992,18571527
"Ukraine",1992,51314080
"United Arab Emirates",1992,2019014
"United Kingdom",1992,57419469
"United States",1992,257908206
"Uruguay",1992,3154853
"Uzbekistan",1992,21416399
"Vanuatu",1992,155242
"Venezuela",1992,20799471
"West Bank and Gaza",1992,2287375
"Vietnam",1992,71129537
"Yemen",1992,13245003
"Zambia",1992,8576987
"Zimbabwe",1992,11019717
"Albania",1993,3189623
"Algeria",1993,27785977
"Angola",1993,12246786
"Antigua and Barbuda",1993,64868
"Argentina",1993,34110912
"Armenia",1993,3369673
"Aruba",1993,72498
"Australia",1993,17738428
"Austria",1993,7874675
"Azerbaijan",1993,7567156
"Bahamas",1993,271165
"Bahrain",1993,535692
"Bangladesh",1993,113442354
"Barbados",1993,263091
"Belarus",1993,10216281
"Belgium",1993,10091889
"Belize",1993,197615
"Benin",1993,5582420
"Bhutan",1993,518847
"Bolivia",1993,7273824
"Bosnia and Herzegovina",1993,4141167
"Botswana",1993,1500356
"Brazil",1993,157812220
"Brunei",1993,279717
"Bulgaria",1993,8552429
"Burkina Faso",1993,9552473
"Burundi",1993,6019901
"Cambodia",1993,10007092
"Cameroon",1993,13169100
"Canada",1993,28680921
"Cape Verde",1993,368423
"Central African Republic",1993,3170848
"Chad",1993,6556628
"Chile",1993,13778676
"China",1993,1202982955
"Colombia",1993,36195170
"Comoros",1993,453188
"Congo, Dem. Rep.",1993,39314955
"Congo, Rep.",1993,2581306
"Costa Rica",1993,3341005
"Cote d'Ivoire",1993,13499696
"Croatia",1993,4697536
"Cuba",1993,10797556
"Cyprus",1993,818814
"Czech Republic",1993,10338381
"Denmark",1993,5190631
"Djibouti",1993,639215
"Dominican Republic",1993,7611463
"Ecuador",1993,10951200
"Egypt",1993,60108373
"El Salvador",1993,5461834
"Equatorial Guinea",1993,418409
"Eritrea",1993,3150811
"Estonia",1993,1488120
"Ethiopia",1993,53477944
"Fiji",1993,755024
"Finland",1993,5061465
"France",1993,57749881
"French Polynesia",1993,208349
"Gabon",1993,1031358
"Gambia",1993,1008296
"Georgia",1993,5252850
"Germany",1993,80675999
"Ghana",1993,15907244
"Greece",1993,10433351
"Greenland",1993,55845
"Grenada",1993,98302
"Guatemala",1993,9860063
"Guinea",1993,7155564
"Guinea-Bissau",1993,1129706
"Guyana",1993,719910
"Haiti",1993,7530703
"Honduras",1993,5318042
"Hong Kong, China",1993,5974379
"Hungary",1993,10363797
"Iceland",1993,262383
"India",1993,924475633
"Indonesia",1993,190873248
"Iran",1993,58811858
"Iraq",1993,19021967
"Ireland",1993,3599451
"Israel",1993,4985652
"Italy",1993,57097411
"Jamaica",1993,2444388
"Japan",1993,123658854
"Jordan",1993,3957221
"Kazakhstan",1993,16297681
"Kenya",1993,25824736
"Kiribati",1993,75722
"South Korea",1993,44031222
"Kuwait",1993,1791511
"Kyrgyz Republic",1993,4507565
"Lao",1993,4621685
"Latvia",1993,2568603
"Lebanon",1993,2900862
"Lesotho",1993,1693459
"Liberia",1993,2006349
"Libya",1993,4691934
"Lithuania",1993,3673906
"Luxembourg",1993,396807
"Macao, China",1993,385041
"Macedonia, FYR",1993,1964924
"Madagascar",1993,12643864
"Malawi",1993,9697635
"Malaysia",1993,19700762
"Maldives",1993,242252
"Mali",1993,9131449
"Malta",1993,365838
"Mauritania",1993,2202201
"Mauritius",1993,1098598
"Mexico",1993,90887097
"Micronesia, Fed. Sts.",1993,103937
"Moldova",1993,4369649
"Mongolia",1993,2263204
"Montenegro",1993,618851
"Morocco",1993,26314339
"Mozambique",1993,14775877
"Namibia",1993,1559480
"Nepal",1993,20312687
"Netherlands",1993,15239262
"New Caledonia",1993,180554
"New Zealand",1993,3564227
"Nicaragua",1993,4426577
"Niger",1993,8732500
"Nigeria",1993,103145093
"Norway",1993,4309606
"Oman",1993,2066264
"Pakistan",1993,116579605
"Panama",1993,2628511
"Papua New Guinea",1993,4480689
"Paraguay",1993,4541902
"Peru",1993,23184222
"Philippines",1993,66654954
"Poland",1993,38485892
"Portugal",1993,9986828
"Puerto Rico",1993,3622652
"Qatar",1993,492120
"Romania",1993,23255683
"Russia",1993,148435811
"Rwanda",1993,6300358
"St. Lucia",1993,143592
"St. Vincent and the Grenadines",1993,108097
"Samoa",1993,167206
"Saudi Arabia",1993,17890529
"Senegal",1993,8234147
"Serbia",1993,9797838
"Seychelles",1993,74111
"Sierra Leone",1993,3893891
"Singapore",1993,3291280
"Slovak Republic",1993,5335292
"Slovenia",1993,2000783
"Solomon Islands",1993,339490
"South Africa",1993,39619539
"Spain",1993,39518427
"Sri Lanka",1993,17929772
"Sudan",1993,22829227
"Suriname",1993,430901
"Swaziland",1993,926224
"Sweden",1993,8737500
"Switzerland",1993,6890300
"Syria",1993,13559642
"Tajikistan",1993,5616797
"Tanzania",1993,28122799
"Thailand",1993,58237672
"Timor-Leste",1993,820471
"Togo",1993,4081398
"Tonga",1993,95532
"Trinidad and Tobago",1993,1244410
"Tunisia",1993,8784888
"Turkey",1993,56707454
"Turkmenistan",1993,3991917
"Uganda",1993,19177660
"Ukraine",1993,51216988
"United Arab Emirates",1993,2127863
"United Kingdom",1993,57575969
"United States",1993,260527420
"Uruguay",1993,3178156
"Uzbekistan",1993,21852080
"Vanuatu",1993,159814
"Venezuela",1993,21263994
"West Bank and Gaza",1993,2391070
"Vietnam",1993,72558986
"Yemen",1993,13948118
"Zambia",1993,8794061
"Zimbabwe",1993,11256512
"Albania",1994,3140634
"Algeria",1994,28362015
"Angola",1994,12648483
"Antigua and Barbuda",1994,66550
"Argentina",1994,34558114
"Armenia",1994,3289943
"Aruba",1994,76700
"Australia",1994,17932214
"Austria",1994,7929911
"Azerbaijan",1994,7675128
"Bahamas",1994,275903
"Bahrain",1994,549151
"Bangladesh",1994,115913710
"Barbados",1994,264015
"Belarus",1994,10190064
"Belgium",1994,10130251
"Belize",1994,201678
"Benin",1994,5786794
"Bhutan",1994,511382
"Bolivia",1994,7418864
"Bosnia and Herzegovina",1994,3992256
"Botswana",1994,1539135
"Brazil",1994,160260508
"Brunei",1994,287423
"Bulgaria",1994,8451626
"Burkina Faso",1994,9816586
"Burundi",1994,6134041
"Cambodia",1994,10355253
"Cameroon",1994,13546823
"Canada",1994,28995822
"Cape Verde",1994,378763
"Central African Republic",1994,3253698
"Chad",1994,6773104
"Chile",1994,13987999
"China",1994,1216067023
"Colombia",1994,36823539
"Comoros",1994,466309
"Congo, Dem. Rep.",1994,40804011
"Congo, Rep.",1994,2649964
"Costa Rica",1994,3425692
"Cote d'Ivoire",1994,13953779
"Croatia",1994,4657799
"Cuba",1994,10853435
"Cyprus",1994,837166
"Czech Republic",1994,10339439
"Denmark",1994,5211321
"Djibouti",1994,649878
"Dominican Republic",1994,7753052
"Ecuador",1994,11196476
"Egypt",1994,61272847
"El Salvador",1994,5528012
"Equatorial Guinea",1994,433197
"Eritrea",1994,3147871
"Estonia",1994,1457145
"Ethiopia",1994,55366517
"Fiji",1994,765666
"Finland",1994,5086499
"France",1994,57991973
"French Polynesia",1994,211584
"Gabon",1994,1058625
"Gambia",1994,1036627
"Georgia",1994,5156079
"Germany",1994,81206786
"Ghana",1994,16339344
"Greece",1994,10542970
"Greenland",1994,55817
"Grenada",1994,99403
"Guatemala",1994,10106463
"Guinea",1994,7536389
"Guinea-Bissau",1994,1155111
"Guyana",1994,723230
"Haiti",1994,7674911
"Honduras",1994,5455481
"Hong Kong, China",1994,6048585
"Hungary",1994,10361134
"Iceland",1994,264893
"India",1994,942604211
"Indonesia",1994,193939912
"Iran",1994,59501292
"Iraq",1994,19606895
"Ireland",1994,3620616
"Israel",1994,5163901
"Italy",1994,57119163
"Jamaica",1994,2466903
"Japan",1994,124101546
"Jordan",1994,4154813
"Kazakhstan",1994,16123445
"Kenya",1994,26608089
"Kiribati",1994,76674
"South Korea",1994,44342530
"Kuwait",1994,1691891
"Kyrgyz Republic",1994,4543602
"Lao",1994,4742685
"Latvia",1994,2525444
"Lebanon",1994,2974647
"Lesotho",1994,1725118
"Liberia",1994,2019148
"Libya",1994,4785488
"Lithuania",1994,3652120
"Luxembourg",1994,402431
"Macao, China",1994,391783
"Macedonia, FYR",1994,1956165
"Madagascar",1994,13039754
"Malawi",1994,9725612
"Malaysia",1994,20205992
"Maldives",1994,248263
"Mali",1994,9383608
"Malta",1994,369142
"Mauritania",1994,2266745
"Mauritius",1994,1114140
"Mexico",1994,92663664
"Micronesia, Fed. Sts.",1994,106057
"Moldova",1994,4357283
"Mongolia",1994,2280495
"Montenegro",1994,620088
"Morocco",1994,26747660
"Mozambique",1994,15363065
"Namibia",1994,1605828
"Nepal",1994,20859421
"Netherlands",1994,15347792
"New Caledonia",1994,184883
"New Zealand",1994,3623181
"Nicaragua",1994,4520727
"Niger",1994,9039088
"Nigeria",1994,105753088
"Norway",1994,4334434
"Oman",1994,2139539
"Pakistan",1994,119564925
"Panama",1994,2682720
"Papua New Guinea",1994,4596131
"Paraguay",1994,4651222
"Peru",1994,23619358
"Philippines",1994,68240134
"Poland",1994,38553355
"Portugal",1994,10033600
"Puerto Rico",1994,3657368
"Qatar",1994,495179
"Romania",1994,23115921
"Russia",1994,148416292
"Rwanda",1994,5995987
"St. Lucia",1994,145262
"St. Vincent and the Grenadines",1994,108129
"Samoa",1994,168786
"Saudi Arabia",1994,18373412
"Senegal",1994,8475136
"Serbia",1994,9863781
"Seychelles",1994,75493
"Sierra Leone",1994,3858559
"Singapore",1994,3389119
"Slovak Republic",1994,5350643
"Slovenia",1994,1995615
"Solomon Islands",1994,349250
"South Africa",1994,40558495
"Spain",1994,39641740
"Sri Lanka",1994,18099591
"Sudan",1994,23805536
"Suriname",1994,438280
"Swaziland",1994,944223
"Sweden",1994,8788696
"Switzerland",1994,6959860
"Syria",1994,13941025
"Tajikistan",1994,5702611
"Tanzania",1994,29030288
"Thailand",1994,58722767
"Timor-Leste",1994,842752
"Togo",1994,4180689
"Tonga",1994,95678
"Trinidad and Tobago",1994,1250316
"Tunisia",1994,8956590
"Turkey",1994,57608769
"Turkmenistan",1994,4095512
"Uganda",1994,19791266
"Ukraine",1994,51052752
"United Arab Emirates",1994,2238281
"United Kingdom",1994,57736667
"United States",1994,263301323
"Uruguay",1994,3201604
"Uzbekistan",1994,22276140
"Vanuatu",1994,164209
"Venezuela",1994,21726808
"West Bank and Gaza",1994,2501613
"Vietnam",1994,73923849
"Yemen",1994,14633091
"Zambia",1994,9018229
"Zimbabwe",1994,11476807
"Albania",1995,3106727
"Algeria",1995,28904300
"Angola",1995,13042666
"Antigua and Barbuda",1995,68349
"Argentina",1995,34994818
"Armenia",1995,3223173
"Aruba",1995,80326
"Australia",1995,18124770
"Austria",1995,7972833
"Azerbaijan",1995,7770806
"Bahamas",1995,280151
"Bahrain",1995,563730
"Bangladesh",1995,118427768
"Barbados",1995,264962
"Belarus",1995,10159731
"Belgium",1995,10161914
"Belize",1995,206962
"Benin",1995,5985658
"Bhutan",1995,508897
"Bolivia",1995,7566716
"Bosnia and Herzegovina",1995,3879278
"Botswana",1995,1576291
"Brazil",1995,162755054
"Brunei",1995,295010
"Bulgaria",1995,8358116
"Burkina Faso",1995,10089876
"Burundi",1995,6239030
"Cambodia",1995,10694459
"Cameroon",1995,13929575
"Canada",1995,29299478
"Cape Verde",1995,389156
"Central African Republic",1995,3335840
"Chad",1995,7001634
"Chile",1995,14193986
"China",1995,1227841281
"Colombia",1995,37441980
"Comoros",1995,479574
"Congo, Dem. Rep.",1995,42183620
"Congo, Rep.",1995,2721277
"Costa Rica",1995,3510925
"Cote d'Ivoire",1995,14404340
"Croatia",1995,4616762
"Cuba",1995,10906048
"Cyprus",1995,855389
"Czech Republic",1995,10335556
"Denmark",1995,5232582
"Djibouti",1995,661076
"Dominican Republic",1995,7892420
"Ecuador",1995,11440576
"Egypt",1995,62434527
"El Salvador",1995,5588743
"Equatorial Guinea",1995,448332
"Eritrea",1995,3164095
"Estonia",1995,1433076
"Ethiopia",1995,57237226
"Fiji",1995,775498
"Finland",1995,5108176
"France",1995,58224051
"French Polynesia",1995,215200
"Gabon",1995,1086449
"Gambia",1995,1065746
"Georgia",1995,5067143
"Germany",1995,81612900
"Ghana",1995,16760991
"Greece",1995,10641169
"Greenland",1995,55809
"Grenada",1995,100253
"Guatemala",1995,10357354
"Guinea",1995,7863033
"Guinea-Bissau",1995,1180877
"Guyana",1995,726695
"Haiti",1995,7819806
"Honduras",1995,5591136
"Hong Kong, China",1995,6144498
"Hungary",1995,10351994
"Iceland",1995,267454
"India",1995,960874982
"Indonesia",1995,196957845
"Iran",1995,60318632
"Iraq",1995,20217759
"Ireland",1995,3645333
"Israel",1995,5331622
"Italy",1995,57120136
"Jamaica",1995,2489540
"Japan",1995,124483305
"Jordan",1995,4320158
"Kazakhstan",1995,15925913
"Kenya",1995,27373035
"Kiribati",1995,77727
